date,id,id_attraction,visitor_count,ec_value,cycle_attraction_max,duty_cycle_max,capacite salle,capacite file d'attente,capacite pre-salle,is_weekend,is_open,type_frequentation,temperature,humidite,rayonnement_solaire,temp_moy,humidite_moy,hour,min,day,month,year,week
2025-01-02 09:00:00,34,H03,247,82.89999999999999,6.0,0.4,84,750,252,0,1,HF,8.05,95.99599,0.0,6.883333,90.01523,9,0,2,1,2025,1
2025-01-02 10:00:00,35,H03,481,53.39999999999709,6.0,0.4,84,750,252,0,1,HF,8.7,96.3428,6.0,6.883333,90.01523,10,0,2,1,2025,1
2025-01-02 11:00:00,36,H03,578,49.06999999998952,6.0,0.4,84,750,252,0,1,HF,9.4,97.34293,10.0,6.883333,90.01523,11,0,2,1,2025,1
2025-01-02 12:00:00,37,H03,560,56.8100000000035,6.0,0.4,84,750,252,0,1,HF,7.5,96.638855,16.0,6.883333,90.01523,12,0,2,1,2025,1
2025-01-02 13:00:00,38,H03,492,68.07000000000698,6.0,0.4,84,750,252,0,1,HF,6.15,97.94931,21.0,6.883333,90.01523,13,0,2,1,2025,1
2025-01-02 14:00:00,39,H03,451,74.51000000000349,6.0,0.4,84,750,252,0,1,HF,6.8,98.63579,18.0,6.883333,90.01523,14,0,2,1,2025,1
2025-01-02 15:00:00,40,H03,477,80.99999999997964,6.0,0.4,84,750,252,0,1,HF,6.4,97.27945,18.0,6.883333,90.01523,15,0,2,1,2025,1
2025-01-02 16:00:00,41,H03,466,86.2,6.0,0.4,84,750,252,0,1,HF,6.1,97.27298,15.0,6.883333,90.01523,16,0,2,1,2025,1
2025-01-02 17:00:00,42,H03,467,88.30000000001746,6.0,0.4,84,750,252,0,1,HF,5.6,96.58812,9.0,6.883333,90.01523,17,0,2,1,2025,1
2025-01-02 18:00:00,43,H03,440,56.31999999999534,6.0,0.4,84,750,252,0,1,HF,5.55,95.25059,0.0,6.883333,90.01523,18,0,2,1,2025,1
2025-01-02 19:00:00,44,H03,383,27.25999999998603,6.0,0.4,84,750,252,0,1,HF,5.5,97.259964,0.0,6.883333,90.01523,19,0,2,1,2025,1
2025-01-02 20:00:00,45,H03,287,19.14000000001979,6.0,0.4,84,750,252,0,1,HF,5.65,96.254135,0.0,6.883333,90.01523,20,0,2,1,2025,1
2025-01-02 21:00:00,46,H03,138,19.4799999999872,6.0,0.4,84,750,252,0,1,HF,5.55,97.26107,0.0,6.883333,90.01523,21,0,2,1,2025,1
2025-01-02 22:00:00,47,H03,0,21.5,6.0,0.4,84,750,252,0,1,HF,5.15,98.61769,0.0,6.883333,90.01523,22,0,2,1,2025,1
2025-01-02 23:00:00,48,H03,0,25.77999999999884,6.0,0.4,84,750,252,0,1,HF,5.15,98.961685,0.0,6.883333,90.01523,23,0,2,1,2025,1
2025-01-03 00:00:00,49,H03,0,0.0,6.0,0.4,84,750,252,0,1,HF,5.05,99.30617,0.0,3.4145832,88.57621,0,0,3,1,2025,1
2025-01-03 01:00:00,50,H03,0,0.0,6.0,0.4,84,750,252,0,1,HF,4.6,99.30366,0.0,3.4145832,88.57621,1,0,3,1,2025,1
2025-01-03 02:00:00,51,H03,0,0.0,6.0,0.4,84,750,252,0,1,HF,4.4,98.95541,0.0,3.4145832,88.57621,2,0,3,1,2025,1
2025-01-03 03:00:00,52,H03,0,0.0,6.0,0.4,84,750,252,0,1,HF,4.05,98.60545,0.0,3.4145832,88.57621,3,0,3,1,2025,1
2025-01-03 04:00:00,53,H03,0,0.0,6.0,0.4,84,750,252,0,1,HF,3.85,98.256714,0.0,3.4145832,88.57621,4,0,3,1,2025,1
2025-01-03 05:00:00,54,H03,0,0.0,6.0,0.4,84,750,252,0,1,HF,3.7,98.94951,0.0,3.4145832,88.57621,5,0,3,1,2025,1
2025-01-03 06:00:00,55,H03,0,28.310000000015137,6.0,0.4,84,750,252,0,1,HF,3.7,98.60152,0.0,3.4145832,88.57621,6,0,3,1,2025,1
2025-01-03 07:00:00,56,H03,0,136.15999999998022,6.0,0.4,84,750,252,0,1,HF,3.6,97.90712,0.0,3.4145832,88.57621,7,0,3,1,2025,1
2025-01-03 08:00:00,57,H03,0,142.97000000001572,6.0,0.4,84,750,252,0,1,HF,3.55,97.56112,0.0,3.4145832,88.57621,8,0,3,1,2025,1
2025-01-03 09:00:00,58,H03,280,132.3799999999901,6.0,0.4,84,750,252,0,1,HF,3.5,97.56014,0.0,3.4145832,88.57621,9,0,3,1,2025,1
2025-01-03 10:00:00,59,H03,534,126.0899999999936,6.0,0.4,84,750,252,0,1,HF,3.6,95.176956,16.0,3.4145832,88.57621,10,0,3,1,2025,1
2025-01-03 11:00:00,60,H03,576,108.87000000002152,6.0,0.4,84,750,252,0,1,HF,4.0,89.629944,65.0,3.4145832,88.57621,11,0,3,1,2025,1
2025-01-03 12:00:00,61,H03,551,65.23999999999943,6.0,0.4,84,750,252,0,1,HF,4.15,86.201675,88.0,3.4145832,88.57621,12,0,3,1,2025,1
2025-01-03 13:00:00,62,H03,541,32.43454545454032,6.0,0.4,84,750,252,0,1,HF,4.4,82.025665,97.0,3.4145832,88.57621,13,0,3,1,2025,1
2025-01-03 14:00:00,63,H03,508,20.472727272720395,6.0,0.4,84,750,252,0,1,HF,4.55,79.158936,116.0,3.4145832,88.57621,14,0,3,1,2025,1
2025-01-03 15:00:00,64,H03,518,25.617171717167366,6.0,0.4,84,750,252,0,1,HF,4.7,75.02407,128.0,3.4145832,88.57621,15,0,3,1,2025,1
2025-01-03 16:00:00,65,H03,513,30.295555555564352,6.0,0.4,84,750,252,0,1,HF,4.55,72.33245,110.0,3.4145832,88.57621,16,0,3,1,2025,1
2025-01-03 17:00:00,66,H03,471,44.7,6.0,0.4,84,750,252,0,1,HF,3.95,73.0108,45.0,3.4145832,88.57621,17,0,3,1,2025,1
2025-01-03 18:00:00,67,H03,456,60.00000000000582,6.0,0.4,84,750,252,0,1,HF,3.05,75.83213,2.0,3.4145832,88.57621,18,0,3,1,2025,1
2025-01-03 19:00:00,68,H03,408,71.97999999998137,6.0,0.4,84,750,252,0,1,HF,2.55,77.145386,0.0,3.4145832,88.57621,19,0,3,1,2025,1
2025-01-03 20:00:00,69,H03,248,74.68000000001629,6.0,0.4,84,750,252,0,1,HF,1.35,82.21707,0.0,3.4145832,88.57621,20,0,3,1,2025,1
2025-01-03 21:00:00,70,H03,48,75.5,6.0,0.4,84,750,252,0,1,HF,0.95,82.77047,0.0,3.4145832,88.57621,21,0,3,1,2025,1
2025-01-03 22:00:00,71,H03,0,71.31999999999535,6.0,0.4,84,750,252,0,1,HF,0.35,83.92274,0.0,3.4145832,88.57621,22,0,3,1,2025,1
2025-01-03 23:00:00,72,H03,0,55.07999999999883,6.0,0.4,84,750,252,0,1,HF,-0.2,86.374016,0.0,3.4145832,88.57621,23,0,3,1,2025,1
2025-01-04 00:00:00,73,H03,0,5.5,6.0,0.4,84,750,252,1,1,HF,-0.35,88.9463,0.0,5.2937503,88.04999,0,0,4,1,2025,1
2025-01-04 01:00:00,74,H03,0,4.429999999998836,6.0,0.4,84,750,252,1,1,HF,0.65,83.95912,0.0,5.2937503,88.04999,1,0,4,1,2025,1
2025-01-04 02:00:00,75,H03,0,4.379999999995926,6.0,0.4,84,750,252,1,1,HF,0.4,88.360825,0.0,5.2937503,88.04999,2,0,4,1,2025,1
2025-01-04 03:00:00,76,H03,0,4.820000000015717,6.0,0.4,84,750,252,1,1,HF,0.5,86.130135,0.0,5.2937503,88.04999,3,0,4,1,2025,1
2025-01-04 04:00:00,77,H03,0,4.889999999993597,6.0,0.4,84,750,252,1,1,HF,0.4,85.174515,0.0,5.2937503,88.04999,4,0,4,1,2025,1
2025-01-04 05:00:00,78,H03,0,4.789999999990687,6.0,0.4,84,750,252,1,1,HF,0.6,84.26254,0.0,5.2937503,88.04999,5,0,4,1,2025,1
2025-01-04 06:00:00,79,H03,0,4.510000000000582,6.0,0.4,84,750,252,1,1,HF,0.75,83.97123,0.0,5.2937503,88.04999,6,0,4,1,2025,1
2025-01-04 07:00:00,80,H03,0,155.2800000000105,6.0,0.4,84,750,252,1,1,HF,1.0,83.08155,0.0,5.2937503,88.04999,7,0,4,1,2025,1
2025-01-04 08:00:00,81,H03,0,168.04999999998253,6.0,0.4,84,750,252,1,1,HF,1.3,83.11954,0.0,5.2937503,88.04999,8,0,4,1,2025,1
2025-01-04 09:00:00,82,H03,274,142.8200000000012,6.0,0.4,84,750,252,1,1,HF,1.75,82.26996,0.0,5.2937503,88.04999,9,0,4,1,2025,1
2025-01-04 10:00:00,83,H03,425,140.8900000000198,6.0,0.4,84,750,252,1,1,HF,2.75,80.33391,29.0,5.2937503,88.04999,10,0,4,1,2025,1
2025-01-04 11:00:00,84,H03,408,131.36999999998662,6.0,0.4,84,750,252,1,1,HF,4.45,75.52385,71.0,5.2937503,88.04999,11,0,4,1,2025,1
2025-01-04 12:00:00,85,H03,426,128.39000000001397,6.0,0.4,84,750,252,1,1,HF,5.85,74.95641,85.0,5.2937503,88.04999,12,0,4,1,2025,1
2025-01-04 13:00:00,86,H03,410,105.6099999999802,6.0,0.4,84,750,252,1,1,HF,6.9,79.22876,84.0,5.2937503,88.04999,13,0,4,1,2025,1
2025-01-04 14:00:00,87,H03,375,75.08818181818114,6.0,0.4,84,750,252,1,1,HF,7.2,86.81505,159.0,5.2937503,88.04999,14,0,4,1,2025,1
2025-01-04 15:00:00,88,H03,387,47.059595959612366,6.0,0.4,84,750,252,1,1,HF,6.7,97.62157,50.0,5.2937503,88.04999,15,0,4,1,2025,1
2025-01-04 16:00:00,89,H03,370,23.52222222221058,6.0,0.4,84,750,252,1,1,HF,7.85,98.311424,12.0,5.2937503,88.04999,16,0,4,1,2025,1
2025-01-04 17:00:00,90,H03,338,7.020000000012805,6.0,0.4,84,750,252,1,1,HF,10.55,97.36667,8.0,5.2937503,88.04999,17,0,4,1,2025,1
2025-01-04 18:00:00,91,H03,328,0.1799999999988358,6.0,0.4,84,750,252,1,1,HF,11.15,97.05559,1.0,5.2937503,88.04999,18,0,4,1,2025,1
2025-01-04 19:00:00,92,H03,239,0.0,6.0,0.4,84,750,252,1,1,HF,11.25,97.05787,0.0,5.2937503,88.04999,19,0,4,1,2025,1
2025-01-04 20:00:00,93,H03,113,0.0,6.0,0.4,84,750,252,1,1,HF,11.55,95.15029,0.0,5.2937503,88.04999,20,0,4,1,2025,1
2025-01-04 21:00:00,94,H03,4,12.279999999993017,6.0,0.4,84,750,252,1,1,HF,11.2,96.73446,0.0,5.2937503,88.04999,21,0,4,1,2025,1
2025-01-04 22:00:00,95,H03,0,13.720000000012806,6.0,0.4,84,750,252,1,1,HF,11.3,94.50908,0.0,5.2937503,88.04999,22,0,4,1,2025,1
2025-01-04 23:00:00,96,H03,0,16.6,6.0,0.4,84,750,252,1,1,HF,11.35,93.25898,0.0,5.2937503,88.04999,23,0,4,1,2025,1
2025-01-05 00:00:00,97,H03,0,0.0,6.0,0.4,84,750,252,1,1,MF,11.25,92.32363,0.0,11.883334,78.52313,0,0,5,1,2025,1
2025-01-05 01:00:00,98,H03,0,0.0,6.0,0.4,84,750,252,1,1,MF,10.85,91.37563,0.0,11.883334,78.52313,1,0,5,1,2025,1
2025-01-05 02:00:00,99,H03,0,0.0,6.0,0.4,84,750,252,1,1,MF,11.4,92.332344,0.0,11.883334,78.52313,2,0,5,1,2025,1
2025-01-05 03:00:00,100,H03,0,0.0,6.0,0.4,84,750,252,1,1,MF,11.7,89.9169,0.0,11.883334,78.52313,3,0,5,1,2025,1
2025-01-05 04:00:00,101,H03,0,0.0,6.0,0.4,84,750,252,1,1,MF,11.65,86.95067,0.0,11.883334,78.52313,4,0,5,1,2025,1
2025-01-05 05:00:00,102,H03,0,0.0,6.0,0.4,84,750,252,1,1,MF,11.4,84.901085,0.0,11.883334,78.52313,5,0,5,1,2025,1
2025-01-05 06:00:00,103,H03,0,0.0,6.0,0.4,84,750,252,1,1,MF,11.1,84.29593,0.0,11.883334,78.52313,6,0,5,1,2025,1
2025-01-05 07:00:00,104,H03,0,57.989999999981954,6.0,0.4,84,750,252,1,1,MF,11.05,85.72756,0.0,11.883334,78.52313,7,0,5,1,2025,1
2025-01-05 08:00:00,105,H03,0,69.1399999999965,6.0,0.4,84,750,252,1,1,MF,10.55,87.139114,0.0,11.883334,78.52313,8,0,5,1,2025,1
2025-01-05 09:00:00,106,H03,106,56.10000000002037,6.0,0.4,84,750,252,1,1,MF,10.35,83.92395,1.0,11.883334,78.52313,9,0,5,1,2025,1
2025-01-05 10:00:00,107,H03,168,29.09999999997963,6.0,0.4,84,750,252,1,1,MF,10.75,77.90258,56.0,11.883334,78.52313,10,0,5,1,2025,1
2025-01-05 11:00:00,108,H03,151,6.310000000003492,6.0,0.4,84,750,252,1,1,MF,11.25,74.3336,76.0,11.883334,78.52313,11,0,5,1,2025,1
2025-01-05 12:00:00,109,H03,159,5.859999999994762,6.0,0.4,84,750,252,1,1,MF,12.3,71.041794,226.0,11.883334,78.52313,12,0,5,1,2025,1
2025-01-05 13:00:00,110,H03,134,5.620000000006985,6.0,0.4,84,750,252,1,1,MF,12.65,69.666824,280.0,11.883334,78.52313,13,0,5,1,2025,1
2025-01-05 14:00:00,111,H03,110,5.560000000003493,6.0,0.4,84,750,252,1,1,MF,13.2,71.21405,251.0,11.883334,78.52313,14,0,5,1,2025,1
2025-01-05 15:00:00,112,H03,115,7.100000000005821,6.0,0.4,84,750,252,1,1,MF,13.75,69.41245,249.0,11.883334,78.52313,15,0,5,1,2025,1
2025-01-05 16:00:00,113,H03,73,6.899999999994179,6.0,0.4,84,750,252,1,1,MF,13.6,68.67884,176.0,11.883334,78.52313,16,0,5,1,2025,1
2025-01-05 17:00:00,114,H03,38,7.159999999991851,6.0,0.4,84,750,252,1,1,MF,13.15,69.056625,72.0,11.883334,78.52313,17,0,5,1,2025,1
2025-01-05 18:00:00,115,H03,0,15.220000000006983,6.0,0.4,84,750,252,1,1,MF,12.7,69.67678,3.0,11.883334,78.52313,18,0,5,1,2025,1
2025-01-05 19:00:00,116,H03,0,21.819999999995343,6.0,0.4,84,750,252,1,1,MF,12.65,68.25059,0.0,11.883334,78.52313,19,0,5,1,2025,1
2025-01-05 20:00:00,117,H03,0,25.359999999997672,6.0,0.4,84,750,252,1,1,MF,12.4,70.81851,0.0,11.883334,78.52313,20,0,5,1,2025,1
2025-01-05 21:00:00,118,H03,0,25.660000000009312,6.0,0.4,84,750,252,1,1,MF,12.0,74.46434,0.0,11.883334,78.52313,21,0,5,1,2025,1
2025-01-05 22:00:00,119,H03,0,26.37999999999301,6.0,0.4,84,750,252,1,1,MF,11.9,74.956535,0.0,11.883334,78.52313,22,0,5,1,2025,1
2025-01-05 23:00:00,120,H03,0,24.319999999995343,6.0,0.4,84,750,252,1,1,MF,11.6,76.19483,0.0,11.883334,78.52313,23,0,5,1,2025,1
2025-01-06 00:00:00,121,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,11.6,74.64957,0.0,9.51875,77.81069,0,0,6,1,2025,2
2025-01-06 01:00:00,122,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,11.6,72.88178,0.0,9.51875,77.81069,1,0,6,1,2025,2
2025-01-06 02:00:00,123,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,11.95,73.94928,0.0,9.51875,77.81069,2,0,6,1,2025,2
2025-01-06 03:00:00,124,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,11.65,77.51188,0.0,9.51875,77.81069,3,0,6,1,2025,2
2025-01-06 04:00:00,125,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,11.2,83.45602,0.0,9.51875,77.81069,4,0,6,1,2025,2
2025-01-06 05:00:00,126,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,10.65,86.85427,0.0,9.51875,77.81069,5,0,6,1,2025,2
2025-01-06 06:00:00,127,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,11.9,73.186386,0.0,9.51875,77.81069,6,0,6,1,2025,2
2025-01-06 07:00:00,128,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,11.55,75.6683,0.0,9.51875,77.81069,7,0,6,1,2025,2
2025-01-06 08:00:00,129,H03,0,7.850000000005821,6.0,0.4,84,750,252,0,0,BF,11.1,81.76309,0.0,9.51875,77.81069,8,0,6,1,2025,2
2025-01-06 09:00:00,130,H03,0,4.139999999999418,6.0,0.4,84,750,252,0,0,BF,10.55,84.23311,0.0,9.51875,77.81069,9,0,6,1,2025,2
2025-01-06 10:00:00,131,H03,0,5.909999999994762,6.0,0.4,84,750,252,0,0,BF,10.15,81.918434,43.0,9.51875,77.81069,10,0,6,1,2025,2
2025-01-06 11:00:00,132,H03,0,7.180000000010477,6.0,0.4,84,750,252,0,0,BF,9.5,82.68169,154.0,9.51875,77.81069,11,0,6,1,2025,2
2025-01-06 12:00:00,133,H03,0,7.490000000002329,6.0,0.4,84,750,252,0,0,BF,9.8,76.95396,147.0,9.51875,77.81069,12,0,6,1,2025,2
2025-01-06 13:00:00,134,H03,0,9.34999999999418,6.0,0.4,84,750,252,0,0,BF,9.55,77.18038,174.0,9.51875,77.81069,13,0,6,1,2025,2
2025-01-06 14:00:00,135,H03,0,65.07999999999883,6.0,0.4,84,750,252,0,0,BF,8.75,82.01851,212.0,9.51875,77.81069,14,0,6,1,2025,2
2025-01-06 15:00:00,136,H03,0,90.56999999999532,6.0,0.4,84,750,252,0,0,BF,8.85,72.11929,153.0,9.51875,77.81069,15,0,6,1,2025,2
2025-01-06 16:00:00,137,H03,0,77.49000000001107,6.0,0.4,84,750,252,0,0,BF,9.15,67.27977,165.0,9.51875,77.81069,16,0,6,1,2025,2
2025-01-06 17:00:00,138,H03,0,58.88444444444839,6.0,0.4,84,750,252,0,0,BF,8.3,71.50936,78.0,9.51875,77.81069,17,0,6,1,2025,2
2025-01-06 18:00:00,139,H03,0,34.485555555561504,6.0,0.4,84,750,252,0,0,BF,7.55,72.89736,4.0,9.51875,77.81069,18,0,6,1,2025,2
2025-01-06 19:00:00,140,H03,0,22.04999999998836,6.0,0.4,84,750,252,0,0,BF,7.35,73.37824,0.0,9.51875,77.81069,19,0,6,1,2025,2
2025-01-06 20:00:00,141,H03,0,21.89999999999418,6.0,0.4,84,750,252,0,0,BF,6.9,77.56993,0.0,9.51875,77.81069,20,0,6,1,2025,2
2025-01-06 21:00:00,142,H03,0,22.8,6.0,0.4,84,750,252,0,0,BF,6.6,80.02682,0.0,9.51875,77.81069,21,0,6,1,2025,2
2025-01-06 22:00:00,143,H03,0,24.96000000000932,6.0,0.4,84,750,252,0,0,BF,6.4,81.99786,0.0,9.51875,77.81069,22,0,6,1,2025,2
2025-01-06 23:00:00,144,H03,0,29.26000000000932,6.0,0.4,84,750,252,0,0,BF,5.85,85.77122,0.0,9.51875,77.81069,23,0,6,1,2025,2
2025-01-07 00:00:00,145,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,5.35,83.91747,0.0,6.535417,90.61225,0,0,7,1,2025,2
2025-01-07 01:00:00,146,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,5.15,86.00035,0.0,6.535417,90.61225,1,0,7,1,2025,2
2025-01-07 02:00:00,147,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,5.95,91.04775,0.0,6.535417,90.61225,2,0,7,1,2025,2
2025-01-07 03:00:00,148,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,5.55,91.98139,0.0,6.535417,90.61225,3,0,7,1,2025,2
2025-01-07 04:00:00,149,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,5.05,93.57836,0.0,6.535417,90.61225,4,0,7,1,2025,2
2025-01-07 05:00:00,150,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,4.95,89.3894,0.0,6.535417,90.61225,5,0,7,1,2025,2
2025-01-07 06:00:00,151,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,4.45,95.88097,0.0,6.535417,90.61225,6,0,7,1,2025,2
2025-01-07 07:00:00,152,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,4.45,95.544586,0.0,6.535417,90.61225,7,0,7,1,2025,2
2025-01-07 08:00:00,153,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,4.15,94.86282,0.0,6.535417,90.61225,8,0,7,1,2025,2
2025-01-07 09:00:00,154,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,3.85,94.85063,1.0,6.535417,90.61225,9,0,7,1,2025,2
2025-01-07 10:00:00,155,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,5.0,92.92136,62.0,6.535417,90.61225,10,0,7,1,2025,2
2025-01-07 11:00:00,156,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,6.8,89.22721,182.0,6.535417,90.61225,11,0,7,1,2025,2
2025-01-07 12:00:00,157,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,8.3,77.790726,269.0,6.535417,90.61225,12,0,7,1,2025,2
2025-01-07 13:00:00,158,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,8.25,78.32789,126.0,6.535417,90.61225,13,0,7,1,2025,2
2025-01-07 14:00:00,159,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,9.15,78.19388,155.0,6.535417,90.61225,14,0,7,1,2025,2
2025-01-07 15:00:00,160,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,8.6,85.17445,88.0,6.535417,90.61225,15,0,7,1,2025,2
2025-01-07 16:00:00,161,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,8.0,95.3408,43.0,6.535417,90.61225,16,0,7,1,2025,2
2025-01-07 17:00:00,162,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,7.85,96.97876,11.0,6.535417,90.61225,17,0,7,1,2025,2
2025-01-07 18:00:00,163,H03,0,0.0,6.0,0.4,84,750,252,0,0,BF,7.85,97.64308,0.0,6.535417,90.61225,18,0,7,1,2025,2
