date,is_weekend,is_open,type_frequentation,jf,id_attraction,capacite salle,capacite file d'attente,capacite pre-salle,duree,cycle_attraction_max,duty_cycle_max,visitor_count,ec_value,temperature,humidite,rayonnement_solaire,temp_max,temp_min,temp_moy,humidite_max,humidite_min,humidite_moy,hour,min,day,month,year,week,id
2025-01-01 19:00:00,0,1,HF,1,H03,84,750,252,4.0,6.0,0.4,278.0,32.22000000000698,4.8,86.269035,0.0,6.2,-0.15,3.2833335,98.916115,76.33169,87.733055,19,0,1,1,2025,1,20
2025-01-01 20:00:00,0,1,HF,1,H03,84,750,252,4.0,6.0,0.4,197.0,32.04000000000815,4.95,84.16828,0.0,6.2,-0.15,3.2833335,98.916115,76.33169,87.733055,20,0,1,1,2025,1,21
2025-01-01 21:00:00,0,1,HF,1,H03,84,750,252,4.0,6.0,0.4,49.0,30.94000000000233,5.45,80.14522,0.0,6.2,-0.15,3.2833335,98.916115,76.33169,87.733055,21,0,1,1,2025,1,22
2025-01-01 22:00:00,0,1,HF,1,H03,84,750,252,4.0,6.0,0.4,0.0,34.55999999998021,5.6,79.316055,0.0,6.2,-0.15,3.2833335,98.916115,76.33169,87.733055,22,0,1,1,2025,1,23
2025-01-01 23:00:00,0,1,HF,1,H03,84,750,252,4.0,6.0,0.4,0.0,41.20000000002328,5.75,79.05685,0.0,6.2,-0.15,3.2833335,98.916115,76.33169,87.733055,23,0,1,1,2025,1,24
2025-01-02 00:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,0.0,6.1,78.82936,0.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,0,0,2,1,2025,1,25
2025-01-02 01:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,0.0,6.5,78.61141,0.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,1,0,2,1,2025,1,26
2025-01-02 02:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,0.0,7.9,76.91503,0.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,2,0,2,1,2025,1,27
2025-01-02 03:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,0.0,8.0,72.72385,0.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,3,0,2,1,2025,1,28
2025-01-02 04:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,0.0,7.65,77.96166,0.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,4,0,2,1,2025,1,29
2025-01-02 05:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,0.0,7.8,77.71223,0.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,5,0,2,1,2025,1,30
2025-01-02 06:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,35.879999999978466,7.95,76.118004,0.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,6,0,2,1,2025,1,31
2025-01-02 07:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,117.6300000000192,8.2,76.96362,0.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,7,0,2,1,2025,1,32
2025-01-02 08:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,102.45,7.85,86.878845,0.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,8,0,2,1,2025,1,33
2025-01-02 09:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,247.0,82.89999999999999,8.05,95.99599,0.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,9,0,2,1,2025,1,34
2025-01-02 10:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,481.0,53.39999999999709,8.7,96.3428,6.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,10,0,2,1,2025,1,35
2025-01-02 11:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,578.0,49.06999999998952,9.4,97.34293,10.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,11,0,2,1,2025,1,36
2025-01-02 12:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,560.0,56.8100000000035,7.5,96.638855,16.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,12,0,2,1,2025,1,37
2025-01-02 13:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,492.0,68.07000000000698,6.15,97.94931,21.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,13,0,2,1,2025,1,38
2025-01-02 14:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,451.0,74.51000000000349,6.8,98.63579,18.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,14,0,2,1,2025,1,39
2025-01-02 15:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,477.0,80.99999999997964,6.4,97.27945,18.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,15,0,2,1,2025,1,40
2025-01-02 16:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,466.0,86.2,6.1,97.27298,15.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,16,0,2,1,2025,1,41
2025-01-02 17:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,467.0,88.30000000001746,5.6,96.58812,9.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,17,0,2,1,2025,1,42
2025-01-02 18:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,440.0,56.31999999999534,5.55,95.25059,0.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,18,0,2,1,2025,1,43
2025-01-02 19:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,383.0,27.25999999998603,5.5,97.259964,0.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,19,0,2,1,2025,1,44
2025-01-02 20:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,287.0,19.14000000001979,5.65,96.254135,0.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,20,0,2,1,2025,1,45
2025-01-02 21:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,138.0,19.479999999987196,5.55,97.26107,0.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,21,0,2,1,2025,1,46
2025-01-02 22:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,21.5,5.15,98.61769,0.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,22,0,2,1,2025,1,47
2025-01-02 23:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,25.77999999999884,5.15,98.961685,0.0,9.4,5.15,6.883333,98.961685,72.72385,90.01523,23,0,2,1,2025,1,48
2025-01-03 00:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,0.0,5.05,99.30617,0.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,0,0,3,1,2025,1,49
2025-01-03 01:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,0.0,4.6,99.30366,0.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,1,0,3,1,2025,1,50
2025-01-03 02:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,0.0,4.4,98.95541,0.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,2,0,3,1,2025,1,51
2025-01-03 03:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,0.0,4.05,98.60545,0.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,3,0,3,1,2025,1,52
2025-01-03 04:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,0.0,3.85,98.256714,0.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,4,0,3,1,2025,1,53
2025-01-03 05:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,0.0,3.7,98.94951,0.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,5,0,3,1,2025,1,54
2025-01-03 06:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,28.310000000015137,3.7,98.60152,0.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,6,0,3,1,2025,1,55
2025-01-03 07:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,136.15999999998022,3.6,97.90712,0.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,7,0,3,1,2025,1,56
2025-01-03 08:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,142.97000000001572,3.55,97.56112,0.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,8,0,3,1,2025,1,57
2025-01-03 09:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,280.0,132.3799999999901,3.5,97.56014,0.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,9,0,3,1,2025,1,58
2025-01-03 10:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,534.0,126.0899999999936,3.6,95.176956,16.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,10,0,3,1,2025,1,59
2025-01-03 11:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,576.0,108.87000000002152,4.0,89.629944,65.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,11,0,3,1,2025,1,60
2025-01-03 12:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,551.0,65.23999999999943,4.15,86.201675,88.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,12,0,3,1,2025,1,61
2025-01-03 13:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,541.0,32.43454545454032,4.4,82.025665,97.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,13,0,3,1,2025,1,62
2025-01-03 14:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,508.0,20.472727272720395,4.55,79.158936,116.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,14,0,3,1,2025,1,63
2025-01-03 15:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,518.0,25.617171717167366,4.7,75.02407,128.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,15,0,3,1,2025,1,64
2025-01-03 16:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,513.0,30.295555555564352,4.55,72.33245,110.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,16,0,3,1,2025,1,65
2025-01-03 17:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,471.0,44.7,3.95,73.0108,45.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,17,0,3,1,2025,1,66
2025-01-03 18:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,456.0,60.00000000000582,3.05,75.83213,2.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,18,0,3,1,2025,1,67
2025-01-03 19:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,408.0,71.97999999998137,2.55,77.145386,0.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,19,0,3,1,2025,1,68
2025-01-03 20:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,248.0,74.68000000001629,1.35,82.21707,0.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,20,0,3,1,2025,1,69
2025-01-03 21:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,48.0,75.5,0.95,82.77047,0.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,21,0,3,1,2025,1,70
2025-01-03 22:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,71.31999999999535,0.35,83.92274,0.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,22,0,3,1,2025,1,71
2025-01-03 23:00:00,0,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,55.07999999999883,-0.2,86.374016,0.0,5.05,-0.2,3.4145832,99.30617,72.33245,88.57621,23,0,3,1,2025,1,72
2025-01-04 00:00:00,1,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,5.5,-0.35,88.9463,0.0,11.55,-0.35,5.2937503,98.311424,74.95641,88.04999,0,0,4,1,2025,1,73
2025-01-04 01:00:00,1,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,4.429999999998836,0.65,83.95912,0.0,11.55,-0.35,5.2937503,98.311424,74.95641,88.04999,1,0,4,1,2025,1,74
2025-01-04 02:00:00,1,1,HF,0,H03,84,750,252,4.0,6.0,0.4,0.0,4.379999999995926,0.4,88.360825,0.0,11.55,-0.35,5.2937503,98.311424,74.95641,88.04999,2,0,4,1,2025,1,75
