date,id_attraction,attraction_name,visitor_count,id,hour,min,week,day,month,year
2025-02-04 16:00:00.000,I02,OMNIMAX,0,2194,16,0,6,4,2,2025
2025-02-04 17:00:00.000,I02,OMNIMAX,0,2212,17,0,6,4,2,2025
2025-02-04 18:00:00.000,I02,OMNIMAX,0,2226,18,0,6,4,2,2025
2025-02-04 19:00:00.000,I02,OMNIMAX,0,2239,19,0,6,4,2,2025
2025-02-04 20:00:00.000,I02,OMNIMAX,0,2252,20,0,6,4,2,2025
2025-02-04 21:00:00.000,I02,OMNIMAX,0,2265,21,0,6,4,2,2025
2025-02-04 22:00:00.000,I02,OMNIMAX,0,2278,22,0,6,4,2,2025
2025-02-04 23:00:00.000,I02,OMNIMAX,0,2291,23,0,6,4,2,2025
2025-02-05 00:00:00.000,I02,OMNIMAX,0,2304,0,0,6,5,2,2025
2025-02-05 01:00:00.000,I02,OMNIMAX,0,2317,1,0,6,5,2,2025
2025-02-05 02:00:00.000,I02,OMNIMAX,0,2330,2,0,6,5,2,2025
2025-02-05 03:00:00.000,I02,OMNIMAX,0,2343,3,0,6,5,2,2025
2025-02-05 04:00:00.000,I02,OMNIMAX,0,2359,4,0,6,5,2,2025
2025-02-05 05:00:00.000,I02,OMNIMAX,0,2375,5,0,6,5,2,2025
2025-02-05 06:00:00.000,I02,OMNIMAX,0,2391,6,0,6,5,2,2025
2025-11-04 11:00:00.000,I02,OMNIMAX,0,123548,11,0,45,4,11,2025
2025-11-04 12:00:00.000,I02,OMNIMAX,0,123573,12,0,45,4,11,2025
2025-11-04 13:00:00.000,I02,OMNIMAX,0,123598,13,0,45,4,11,2025
2025-11-04 14:00:00.000,I02,OMNIMAX,0,123623,14,0,45,4,11,2025
2025-11-04 15:00:00.000,I02,OMNIMAX,0,123648,15,0,45,4,11,2025
2025-11-04 16:00:00.000,I02,OMNIMAX,0,123673,16,0,45,4,11,2025
2025-11-04 17:00:00.000,I02,OMNIMAX,0,123698,17,0,45,4,11,2025
2025-11-04 18:00:00.000,I02,OMNIMAX,0,123723,18,0,45,4,11,2025
2025-11-04 19:00:00.000,I02,OMNIMAX,0,123740,19,0,45,4,11,2025
2025-11-04 20:00:00.000,I02,OMNIMAX,0,123757,20,0,45,4,11,2025
2025-11-04 21:00:00.000,I02,OMNIMAX,0,123774,21,0,45,4,11,2025
2025-11-04 22:00:00.000,I02,OMNIMAX,0,123791,22,0,45,4,11,2025
2025-11-04 23:00:00.000,I02,OMNIMAX,0,123808,23,0,45,4,11,2025
2025-11-05 00:00:00.000,I02,OMNIMAX,0,123825,0,0,45,5,11,2025
2025-11-05 01:00:00.000,I02,OMNIMAX,0,123842,1,0,45,5,11,2025
2025-11-05 02:00:00.000,I02,OMNIMAX,0,123859,2,0,45,5,11,2025
2025-11-05 03:00:00.000,I02,OMNIMAX,0,123876,3,0,45,5,11,2025
2025-11-05 04:00:00.000,I02,OMNIMAX,0,123893,4,0,45,5,11,2025
2025-11-05 05:00:00.000,I02,OMNIMAX,0,123910,5,0,45,5,11,2025
2025-11-05 06:00:00.000,I02,OMNIMAX,0,123927,6,0,45,5,11,2025
2025-11-05 09:00:00.000,I02,OMNIMAX,0,123969,9,0,45,5,11,2025
2025-11-05 10:00:00.000,I02,OMNIMAX,0,123995,10,0,45,5,11,2025
2025-11-05 11:00:00.000,I02,OMNIMAX,0,124021,11,0,45,5,11,2025
2025-11-05 12:00:00.000,I02,OMNIMAX,0,124047,12,0,45,5,11,2025
2025-11-05 13:00:00.000,I02,OMNIMAX,0,124073,13,0,45,5,11,2025
2025-11-05 14:00:00.000,I02,OMNIMAX,0,124099,14,0,45,5,11,2025
2025-11-05 15:00:00.000,I02,OMNIMAX,0,124125,15,0,45,5,11,2025
2025-11-05 16:00:00.000,I02,OMNIMAX,0,124151,16,0,45,5,11,2025
2025-11-05 17:00:00.000,I02,OMNIMAX,0,124177,17,0,45,5,11,2025
2025-11-05 18:00:00.000,I02,OMNIMAX,0,124203,18,0,45,5,11,2025
2025-11-05 19:00:00.000,I02,OMNIMAX,0,124221,19,0,45,5,11,2025
2025-11-05 20:00:00.000,I02,OMNIMAX,0,124239,20,0,45,5,11,2025
2025-11-05 21:00:00.000,I02,OMNIMAX,0,124257,21,0,45,5,11,2025
2025-11-05 22:00:00.000,I02,OMNIMAX,0,124275,22,0,45,5,11,2025
2025-11-05 23:00:00.000,I02,OMNIMAX,0,124293,23,0,45,5,11,2025
2025-11-06 00:00:00.000,I02,OMNIMAX,0,124311,0,0,45,6,11,2025
2025-11-06 01:00:00.000,I02,OMNIMAX,0,124329,1,0,45,6,11,2025
2025-11-06 02:00:00.000,I02,OMNIMAX,0,124347,2,0,45,6,11,2025
2025-11-06 03:00:00.000,I02,OMNIMAX,0,124365,3,0,45,6,11,2025
2025-11-06 04:00:00.000,I02,OMNIMAX,0,124383,4,0,45,6,11,2025
2025-11-06 05:00:00.000,I02,OMNIMAX,0,124401,5,0,45,6,11,2025
2025-11-06 06:00:00.000,I02,OMNIMAX,0,124419,6,0,45,6,11,2025
