date,id_attraction,attraction_name,visitor_count,id,hour,min,week,day,month,year
2025-01-01 00:00:00.000,H09,DYNAMIC !,48,13,0,0,1,1,1,2025
2025-01-01 01:00:00.000,H09,DYNAMIC !,48,29,1,0,1,1,1,2025
2025-01-01 02:00:00.000,H09,DYNAMIC !,48,45,2,0,1,1,1,2025
2025-01-01 03:00:00.000,H09,DYNAMIC !,48,61,3,0,1,1,1,2025
2025-01-01 04:00:00.000,H09,DYNAMIC !,48,77,4,0,1,1,1,2025
2025-01-01 05:00:00.000,H09,DYNAMIC !,48,93,5,0,1,1,1,2025
2025-01-01 06:00:00.000,H09,DYNAMIC !,50,109,6,0,1,1,1,2025
2025-01-01 07:00:00.000,H09,DYNAMIC !,52,125,7,0,1,1,1,2025
2025-01-01 08:00:00.000,H09,DYNAMIC !,52,141,8,0,1,1,1,2025
2025-01-01 09:00:00.000,H09,DYNAMIC !,17,157,9,0,1,1,1,2025
2025-01-01 10:00:00.000,H09,DYNAMIC !,125,173,10,0,1,1,1,2025
2025-01-01 11:00:00.000,H09,DYNAMIC !,282,189,11,0,1,1,1,2025
2025-01-01 12:00:00.000,H09,DYNAMIC !,352,205,12,0,1,1,1,2025
2025-01-01 13:00:00.000,H09,DYNAMIC !,342,221,13,0,1,1,1,2025
2025-01-01 14:00:00.000,H09,DYNAMIC !,255,237,14,0,1,1,1,2025
2025-01-01 15:00:00.000,H09,DYNAMIC !,287,253,15,0,1,1,1,2025
2025-01-01 16:00:00.000,H09,DYNAMIC !,413,269,16,0,1,1,1,2025
2025-01-01 17:00:00.000,H09,DYNAMIC !,317,285,17,0,1,1,1,2025
2025-01-01 18:00:00.000,H09,DYNAMIC !,275,301,18,0,1,1,1,2025
2025-01-01 19:00:00.000,H09,DYNAMIC !,112,317,19,0,1,1,1,2025
2025-01-01 20:00:00.000,H09,DYNAMIC !,35,333,20,0,1,1,1,2025
2025-01-01 21:00:00.000,H09,DYNAMIC !,0,349,21,0,1,1,1,2025
2025-01-01 22:00:00.000,H09,DYNAMIC !,1,365,22,0,1,1,1,2025
2025-01-01 23:00:00.000,H09,DYNAMIC !,2,381,23,0,1,1,1,2025
2025-01-02 00:00:00.000,H09,DYNAMIC !,2,397,0,0,1,2,1,2025
2025-01-02 01:00:00.000,H09,DYNAMIC !,2,413,1,0,1,2,1,2025
2025-01-02 02:00:00.000,H09,DYNAMIC !,2,429,2,0,1,2,1,2025
2025-01-02 03:00:00.000,H09,DYNAMIC !,2,445,3,0,1,2,1,2025
2025-01-02 04:00:00.000,H09,DYNAMIC !,2,461,4,0,1,2,1,2025
2025-01-02 05:00:00.000,H09,DYNAMIC !,2,477,5,0,1,2,1,2025
2025-01-02 06:00:00.000,H09,DYNAMIC !,3,493,6,0,1,2,1,2025
2025-01-02 07:00:00.000,H09,DYNAMIC !,4,509,7,0,1,2,1,2025
2025-01-02 08:00:00.000,H09,DYNAMIC !,4,525,8,0,1,2,1,2025
2025-01-02 09:00:00.000,H09,DYNAMIC !,12,541,9,0,1,2,1,2025
2025-01-02 10:00:00.000,H09,DYNAMIC !,99,557,10,0,1,2,1,2025
2025-01-02 11:00:00.000,H09,DYNAMIC !,324,573,11,0,1,2,1,2025
2025-01-02 12:00:00.000,H09,DYNAMIC !,287,589,12,0,1,2,1,2025
2025-01-02 13:00:00.000,H09,DYNAMIC !,313,605,13,0,1,2,1,2025
2025-01-02 14:00:00.000,H09,DYNAMIC !,426,621,14,0,1,2,1,2025
2025-01-02 15:00:00.000,H09,DYNAMIC !,434,637,15,0,1,2,1,2025
2025-01-02 16:00:00.000,H09,DYNAMIC !,372,653,16,0,1,2,1,2025
2025-01-02 17:00:00.000,H09,DYNAMIC !,353,669,17,0,1,2,1,2025
2025-01-02 18:00:00.000,H09,DYNAMIC !,307,685,18,0,1,2,1,2025
2025-01-02 19:00:00.000,H09,DYNAMIC !,252,701,19,0,1,2,1,2025
2025-01-02 20:00:00.000,H09,DYNAMIC !,93,717,20,0,1,2,1,2025
2025-01-02 21:00:00.000,H09,DYNAMIC !,1,733,21,0,1,2,1,2025
2025-01-02 22:00:00.000,H09,DYNAMIC !,1,749,22,0,1,2,1,2025
2025-01-02 23:00:00.000,H09,DYNAMIC !,1,765,23,0,1,2,1,2025
2025-01-03 00:00:00.000,H09,DYNAMIC !,2,781,0,0,1,3,1,2025
2025-01-03 01:00:00.000,H09,DYNAMIC !,2,797,1,0,1,3,1,2025
2025-01-03 02:00:00.000,H09,DYNAMIC !,2,813,2,0,1,3,1,2025
2025-01-03 03:00:00.000,H09,DYNAMIC !,2,829,3,0,1,3,1,2025
2025-01-03 04:00:00.000,H09,DYNAMIC !,2,845,4,0,1,3,1,2025
2025-01-03 05:00:00.000,H09,DYNAMIC !,2,861,5,0,1,3,1,2025
2025-01-03 06:00:00.000,H09,DYNAMIC !,2,877,6,0,1,3,1,2025
2025-01-03 07:00:00.000,H09,DYNAMIC !,2,893,7,0,1,3,1,2025
2025-01-03 08:00:00.000,H09,DYNAMIC !,4,909,8,0,1,3,1,2025
2025-01-03 09:00:00.000,H09,DYNAMIC !,32,925,9,0,1,3,1,2025
2025-01-03 10:00:00.000,H09,DYNAMIC !,212,941,10,0,1,3,1,2025
2025-01-03 11:00:00.000,H09,DYNAMIC !,361,957,11,0,1,3,1,2025
2025-01-03 12:00:00.000,H09,DYNAMIC !,372,973,12,0,1,3,1,2025
2025-01-03 13:00:00.000,H09,DYNAMIC !,317,989,13,0,1,3,1,2025
2025-01-03 14:00:00.000,H09,DYNAMIC !,312,1005,14,0,1,3,1,2025
2025-01-03 15:00:00.000,H09,DYNAMIC !,395,1021,15,0,1,3,1,2025
2025-01-03 16:00:00.000,H09,DYNAMIC !,390,1037,16,0,1,3,1,2025
2025-01-03 17:00:00.000,H09,DYNAMIC !,394,1053,17,0,1,3,1,2025
2025-01-03 18:00:00.000,H09,DYNAMIC !,314,1069,18,0,1,3,1,2025
2025-01-03 19:00:00.000,H09,DYNAMIC !,259,1085,19,0,1,3,1,2025
2025-01-03 20:00:00.000,H09,DYNAMIC !,96,1101,20,0,1,3,1,2025
2025-01-03 21:00:00.000,H09,DYNAMIC !,0,1117,21,0,1,3,1,2025
2025-01-03 22:00:00.000,H09,DYNAMIC !,0,1133,22,0,1,3,1,2025
2025-01-03 23:00:00.000,H09,DYNAMIC !,2,1149,23,0,1,3,1,2025
2025-01-04 00:00:00.000,H09,DYNAMIC !,2,1165,0,0,1,4,1,2025
2025-01-04 01:00:00.000,H09,DYNAMIC !,2,1181,1,0,1,4,1,2025
2025-01-04 02:00:00.000,H09,DYNAMIC !,2,1197,2,0,1,4,1,2025
2025-01-04 03:00:00.000,H09,DYNAMIC !,2,1213,3,0,1,4,1,2025
2025-01-04 04:00:00.000,H09,DYNAMIC !,2,1229,4,0,1,4,1,2025
2025-01-04 05:00:00.000,H09,DYNAMIC !,2,1245,5,0,1,4,1,2025
2025-01-04 06:00:00.000,H09,DYNAMIC !,3,1261,6,0,1,4,1,2025
2025-01-04 07:00:00.000,H09,DYNAMIC !,4,1277,7,0,1,4,1,2025
2025-01-04 08:00:00.000,H09,DYNAMIC !,4,1293,8,0,1,4,1,2025
2025-01-04 09:00:00.000,H09,DYNAMIC !,3,1309,9,0,1,4,1,2025
2025-01-04 10:00:00.000,H09,DYNAMIC !,126,1325,10,0,1,4,1,2025
2025-01-04 11:00:00.000,H09,DYNAMIC !,290,1341,11,0,1,4,1,2025
2025-01-04 12:00:00.000,H09,DYNAMIC !,291,1357,12,0,1,4,1,2025
2025-01-04 13:00:00.000,H09,DYNAMIC !,252,1373,13,0,1,4,1,2025
2025-01-04 14:00:00.000,H09,DYNAMIC !,301,1389,14,0,1,4,1,2025
2025-01-04 15:00:00.000,H09,DYNAMIC !,312,1405,15,0,1,4,1,2025
2025-01-04 16:00:00.000,H09,DYNAMIC !,257,1421,16,0,1,4,1,2025
2025-01-04 17:00:00.000,H09,DYNAMIC !,328,1437,17,0,1,4,1,2025
2025-01-04 18:00:00.000,H09,DYNAMIC !,292,1453,18,0,1,4,1,2025
2025-01-04 19:00:00.000,H09,DYNAMIC !,29,1469,19,0,1,4,1,2025
2025-01-04 20:00:00.000,H09,DYNAMIC !,5,1485,20,0,1,4,1,2025
2025-01-04 21:00:00.000,H09,DYNAMIC !,5,1501,21,0,1,4,1,2025
2025-01-04 22:00:00.000,H09,DYNAMIC !,7,1517,22,0,1,4,1,2025
2025-01-04 23:00:00.000,H09,DYNAMIC !,7,1533,23,0,1,4,1,2025
2025-01-05 00:00:00.000,H09,DYNAMIC !,7,1549,0,0,2,5,1,2025
2025-01-05 01:00:00.000,H09,DYNAMIC !,7,1565,1,0,2,5,1,2025
2025-01-05 02:00:00.000,H09,DYNAMIC !,7,1581,2,0,2,5,1,2025
2025-01-05 03:00:00.000,H09,DYNAMIC !,7,1597,3,0,2,5,1,2025
2025-01-05 04:00:00.000,H09,DYNAMIC !,7,1613,4,0,2,5,1,2025
2025-01-05 05:00:00.000,H09,DYNAMIC !,7,1629,5,0,2,5,1,2025
2025-01-05 06:00:00.000,H09,DYNAMIC !,7,1645,6,0,2,5,1,2025
2025-01-05 07:00:00.000,H09,DYNAMIC !,7,1661,7,0,2,5,1,2025
2025-01-05 08:00:00.000,H09,DYNAMIC !,7,1677,8,0,2,5,1,2025
2025-01-05 09:00:00.000,H09,DYNAMIC !,7,1693,9,0,2,5,1,2025
2025-01-05 10:00:00.000,H09,DYNAMIC !,49,1709,10,0,2,5,1,2025
2025-01-05 11:00:00.000,H09,DYNAMIC !,65,1725,11,0,2,5,1,2025
2025-01-05 12:00:00.000,H09,DYNAMIC !,39,1741,12,0,2,5,1,2025
