date,year,month,day,hour,week,is_weekend,is_open,jf,frequentation_park_daily,surface,duree,ouvert,interrompu,operation,visitor_count,temperature,humidite,rayonnement_solaire,day_degree_cold,day_degree_hot,temp_max,temp_min,temp_moy,humidite_max,humidite_min,humidite_moy,freq_HF,freq_MF,freq_THF,ec_value_real,ec_value_pred,ec_value_error_abs
2026-01-01 00:00:00,2026,1,1,0,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-2.4,87.774376,0.0,20.4,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,89.25,98.65318627895256,9.40318627895256
2026-01-01 01:00:00,2026,1,1,1,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-2.95,88.05301,0.0,20.95,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,81.0,95.31676307050982,14.316763070509822
2026-01-01 02:00:00,2026,1,1,2,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-3.45,88.00604,0.0,21.45,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,89.0,100.04888914767662,11.048889147676618
2026-01-01 03:00:00,2026,1,1,3,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-3.75,88.3121,0.0,21.75,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,90.0,96.72159496504628,6.721594965046279
2026-01-01 04:00:00,2026,1,1,4,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-4.0,88.289055,0.0,22.0,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,100.0,98.16670267479687,1.8332973252031337
2026-01-01 05:00:00,2026,1,1,5,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-4.8,88.55297,0.0,22.8,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,98.0,106.11059961353041,8.110599613530411
2026-01-01 06:00:00,2026,1,1,6,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-4.85,86.86869,0.0,22.85,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,90.0,103.65625334575805,13.656253345758046
2026-01-01 07:00:00,2026,1,1,7,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-5.1,89.8928,0.0,23.1,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,120.0,106.94901473443063,13.050985265569366
2026-01-01 08:00:00,2026,1,1,8,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-6.2,91.553314,0.0,24.2,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,110.0,106.87653586098597,3.1234641390140325
2026-01-01 09:00:00,2026,1,1,9,1,0,1,1,10600,1500,8.0,0.5,0.0,0.5,36,-6.1,91.56014,1.0,24.1,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,120.0,119.12697170494287,0.8730282950571251
