date,year,month,day,hour,week,is_weekend,is_open,jf,frequentation_park_daily,surface,duree,ouvert,interrompu,operation,visitor_count,temperature,humidite,rayonnement_solaire,day_degree_cold,day_degree_hot,temp_max,temp_min,temp_moy,humidite_max,humidite_min,humidite_moy,freq_HF,freq_MF,freq_THF,ec_value_real,ec_value_pred,ec_value_error_abs
2026-01-01 10:00:00,2026,1,1,10,1,0,1,1,10600,1500,8.0,1.0,0.0,1.0,312,-4.5,87.2375,70.0,22.5,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,120.0,122.83832990703908,2.838329907039082
2026-01-01 11:00:00,2026,1,1,11,1,0,1,1,10600,1500,8.0,1.0,0.0,1.0,673,-2.4,72.61229,189.0,20.4,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,118.54545454545456,124.02064675438596,5.475192208931404
2026-01-01 12:00:00,2026,1,1,12,1,0,1,1,10600,1500,8.0,1.0,0.0,1.0,626,-0.45,58.720703,282.0,18.45,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,109.45454545454544,93.58257910264882,15.871966351896617
2026-01-01 13:00:00,2026,1,1,13,1,0,1,1,10600,1500,8.0,1.0,0.0,1.0,411,0.85,64.45518,336.0,17.15,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,120.0,89.74744221077077,30.25255778922923
2026-01-01 14:00:00,2026,1,1,14,1,0,1,1,10600,1500,8.0,1.0,0.0,1.0,292,1.7,63.929306,316.0,16.3,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,110.0,88.63580824168749,21.364191758312515
2026-01-01 15:00:00,2026,1,1,15,1,0,1,1,10600,1500,8.0,1.0,0.0,1.0,249,1.95,65.93545,277.0,16.05,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,110.0,86.76525400348105,23.234745996518953
2026-01-01 16:00:00,2026,1,1,16,1,0,1,1,10600,1500,8.0,1.0,0.0,1.0,243,1.4,71.45504,187.0,16.6,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,130.0,82.09848692555438,47.90151307444562
2026-01-01 17:00:00,2026,1,1,17,1,0,1,1,10600,1500,8.0,1.0,0.0,1.0,167,-1.35,85.29303,73.0,19.35,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,103.0,82.47707986652605,20.522920133473946
2026-01-01 18:00:00,2026,1,1,18,1,0,1,1,10600,1500,8.0,1.0,0.0,1.0,102,-1.75,90.49418,2.0,19.75,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,107.0,85.1949422463241,21.805057753675896
2026-01-01 19:00:00,2026,1,1,19,1,0,1,1,10600,1500,8.0,1.0,0.0,1.0,31,-2.2,91.82049,0.0,20.2,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,113.0,87.91260038046197,25.087399619538033
2026-01-01 20:00:00,2026,1,1,20,1,0,1,1,10600,1500,8.0,0.5,0.0,0.5,21,-2.85,93.86273,0.0,20.85,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,117.0,91.8208678577732,25.179132142226806
2026-01-01 21:00:00,2026,1,1,21,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-3.6,94.88974,0.0,21.6,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,83.0,103.59914820915876,20.599148209158756
2026-01-01 22:00:00,2026,1,1,22,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-4.75,95.926544,0.0,22.75,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,97.0,103.49060856408488,6.49060856408488
2026-01-01 23:00:00,2026,1,1,23,1,0,1,1,10600,1500,8.0,0.0,0.0,0.0,0,-4.1,95.94826,0.0,22.1,0.0,1.95,-6.2,-2.7354167,95.94826,58.720703,84.22679,1,0,0,94.75,102.9648874338207,8.214887433820707
2026-01-02 00:00:00,2026,1,2,0,1,0,1,0,9850,1500,8.0,0.0,0.0,0.0,0,-3.35,97.056786,0.0,21.35,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,99.25,99.40842705184002,0.1584270518400217
2026-01-02 01:00:00,2026,1,2,1,1,0,1,0,9850,1500,8.0,0.0,0.0,0.0,0,-2.35,93.190605,0.0,20.35,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,91.0,93.75521795785761,2.75521795785761
2026-01-02 02:00:00,2026,1,2,2,1,0,1,0,9850,1500,8.0,0.0,0.0,0.0,0,-2.45,93.18514,0.0,20.45,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,100.0,102.29525721617367,2.295257216173667
2026-01-02 03:00:00,2026,1,2,3,1,0,1,0,9850,1500,8.0,0.0,0.0,0.0,0,-2.0,89.80301,0.0,20.0,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,99.0,97.08033812274343,1.9196618772565728
2026-01-02 04:00:00,2026,1,2,4,1,0,1,0,9850,1500,8.0,0.0,0.0,0.0,0,-2.1,91.14517,0.0,20.1,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,91.0,94.25672066967392,3.256720669673925
2026-01-02 05:00:00,2026,1,2,5,1,0,1,0,9850,1500,8.0,0.0,0.0,0.0,0,-2.15,91.48214,0.0,20.15,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,107.0,92.7316256082932,14.2683743917068
2026-01-02 06:00:00,2026,1,2,6,1,0,1,0,9850,1500,8.0,0.0,0.0,0.0,0,-2.45,91.80415,0.0,20.45,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,100.0,103.28969444441472,3.289694444414721
2026-01-02 07:00:00,2026,1,2,7,1,0,1,0,9850,1500,8.0,0.0,0.0,0.0,0,-1.85,87.1727,0.0,19.85,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,92.0,93.93792854480364,1.9379285448036399
2026-01-02 08:00:00,2026,1,2,8,1,0,1,0,9850,1500,8.0,0.0,0.0,0.0,0,-1.65,85.57871,0.0,19.65,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,108.0,89.73878444959023,18.261215550409773
2026-01-02 09:00:00,2026,1,2,9,1,0,1,0,9850,1500,8.0,0.5,0.0,0.5,59,-1.4,85.6064,0.0,19.4,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,140.0,120.73520589053187,19.264794109468127
2026-01-02 10:00:00,2026,1,2,10,1,0,1,0,9850,1500,8.0,1.0,0.0,1.0,300,-1.0,85.96971,11.0,19.0,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,110.0,126.31668930390491,16.31668930390491
2026-01-02 11:00:00,2026,1,2,11,1,0,1,0,9850,1500,8.0,1.0,0.0,1.0,628,-0.25,83.2301,46.0,18.25,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,102.0,121.27292043219877,19.272920432198774
2026-01-02 12:00:00,2026,1,2,12,1,0,1,0,9850,1500,8.0,1.0,0.0,1.0,457,0.05,82.960396,49.0,17.95,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,106.0,94.53766282130886,11.462337178691143
2026-01-02 13:00:00,2026,1,2,13,1,0,1,0,9850,1500,8.0,1.0,0.0,1.0,324,0.95,81.561424,57.0,17.05,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,110.0,90.33616941987148,19.66383058012852
2026-01-02 14:00:00,2026,1,2,14,1,0,1,0,9850,1500,8.0,1.0,0.0,1.0,300,1.6,79.58081,85.0,16.4,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,120.0,88.7137852785827,31.286214721417295
2026-01-02 15:00:00,2026,1,2,15,1,0,1,0,9850,1500,8.0,1.0,0.0,1.0,386,3.15,71.012726,256.0,14.85,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,93.0,84.84431898871537,8.155681011284628
2026-01-02 16:00:00,2026,1,2,16,1,0,1,0,9850,1500,8.0,1.0,0.0,1.0,323,3.0,72.03415,168.0,15.0,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,87.0,81.0057796349833,5.994220365016702
2026-01-02 17:00:00,2026,1,2,17,1,0,1,0,9850,1500,8.0,1.0,0.0,1.0,293,1.2,82.499435,74.0,16.8,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,93.0,80.55420158993704,12.445798410062963
2026-01-02 18:00:00,2026,1,2,18,1,0,1,0,9850,1500,8.0,1.0,0.0,1.0,172,-0.1,89.62424,2.0,18.1,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,107.0,82.73105417233397,24.26894582766603
2026-01-02 19:00:00,2026,1,2,19,1,0,1,0,9850,1500,8.0,1.0,0.0,1.0,69,-0.15,94.33869,0.0,18.15,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,100.0,83.61223931838282,16.38776068161718
2026-01-02 20:00:00,2026,1,2,20,1,0,1,0,9850,1500,8.0,0.5,0.0,0.5,45,0.4,95.052345,0.0,17.6,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,110.0,82.71773387960432,27.282266120395676
2026-01-02 21:00:00,2026,1,2,21,1,0,1,0,9850,1500,8.0,0.0,0.0,0.0,0,1.5,93.05996,0.0,16.5,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,70.0,68.90700426839079,1.0929957316092072
2026-01-02 22:00:00,2026,1,2,22,1,0,1,0,9850,1500,8.0,0.0,0.0,0.0,0,1.85,94.7683,0.0,16.15,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,73.0,68.88778368426196,4.1122163157380385
2026-01-02 23:00:00,2026,1,2,23,1,0,1,0,9850,1500,8.0,0.0,0.0,0.0,0,1.35,96.81836,0.0,16.65,0.0,3.15,-3.35,-0.34166667,97.056786,71.012726,87.855644,1,0,0,61.75,71.78452225513558,10.034522255135585
2026-01-03 00:00:00,2026,1,3,0,1,1,1,0,7860,1500,8.0,0.0,0.0,0.0,0,-1.1,98.18528,0.0,19.1,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,70.25,84.61936264417528,14.369362644175283
2026-01-03 01:00:00,2026,1,3,1,1,1,1,0,7860,1500,8.0,0.0,0.0,0.0,0,-1.05,98.90808,0.0,19.05,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,69.0,84.93936264417529,15.93936264417529
2026-01-03 02:00:00,2026,1,3,2,1,1,1,0,7860,1500,8.0,0.0,0.0,0.0,0,-1.85,99.26605,0.0,19.85,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,60.888888888888886,98.86321618844023,37.97432729955135
2026-01-03 03:00:00,2026,1,3,3,1,1,1,0,7860,1500,8.0,0.0,0.0,0.0,0,-1.65,98.53928,0.0,19.65,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,61.11111111111112,91.52729233806433,30.416181226953206
2026-01-03 04:00:00,2026,1,3,4,1,1,1,0,7860,1500,8.0,0.0,0.0,0.0,0,-1.3,98.54348,0.0,19.3,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,70.0,88.22632569457313,18.226325694573134
2026-01-03 05:00:00,2026,1,3,5,1,1,1,0,7860,1500,8.0,0.0,0.0,0.0,0,-1.5,97.81873,0.0,19.5,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,78.0,91.86132312036257,13.86132312036257
2026-01-03 06:00:00,2026,1,3,6,1,1,1,0,7860,1500,8.0,0.0,0.0,0.0,0,-1.7,96.02692,0.0,19.7,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,77.55555555555556,90.70806065758329,13.152505102027732
2026-01-03 07:00:00,2026,1,3,7,1,1,1,0,7860,1500,8.0,0.0,0.0,0.0,0,-2.05,94.60204,0.0,20.05,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,90.0,95.3478103100178,5.347810310017806
2026-01-03 08:00:00,2026,1,3,8,1,1,1,0,7860,1500,8.0,0.0,0.0,0.0,0,-2.0,93.90467,0.0,20.0,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,95.44444444444444,96.32659764053467,0.8821531960902291
2026-01-03 09:00:00,2026,1,3,9,1,1,1,0,7860,1500,8.0,0.5,0.0,0.5,72,-2.0,93.20972,1.0,20.0,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,133.0,123.179558210376,9.820441789623999
2026-01-03 10:00:00,2026,1,3,10,1,1,1,0,7860,1500,8.0,1.0,0.0,1.0,211,-1.75,95.31789,34.0,19.75,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,108.72727272727272,118.76982003919048,10.042547311917758
2026-01-03 11:00:00,2026,1,3,11,1,1,1,0,7860,1500,8.0,1.0,0.0,1.0,311,-1.35,95.685036,91.0,19.35,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,107.27272727272728,110.65199342825848,3.379266155531198
2026-01-03 12:00:00,2026,1,3,12,1,1,1,0,7860,1500,8.0,1.0,0.0,1.0,300,-0.2,89.946205,187.0,18.2,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,100.0,94.58374336273387,5.41625663726613
2026-01-03 13:00:00,2026,1,3,13,1,1,1,0,7860,1500,8.0,1.0,0.0,1.0,173,0.8,86.1619,242.0,17.2,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,109.5,88.33661549806631,21.16338450193369
2026-01-03 14:00:00,2026,1,3,14,1,1,1,0,7860,1500,8.0,1.0,0.0,1.0,104,2.2,74.57987,277.0,15.8,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,106.38235294117646,86.59650216364183,19.785850777534634
2026-01-03 15:00:00,2026,1,3,15,1,1,1,0,7860,1500,8.0,1.0,0.0,1.0,123,2.65,70.91279,261.0,15.35,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,100.63938618925832,82.63801594471886,18.00137024453946
2026-01-03 16:00:00,2026,1,3,16,1,1,1,0,7860,1500,8.0,1.0,0.0,1.0,119,2.5,72.202705,192.0,15.5,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,76.95652173913044,78.88847258028638,1.9319508411559383
2026-01-03 17:00:00,2026,1,3,17,1,1,1,0,7860,1500,8.0,1.0,0.0,1.0,113,0.2,82.673325,78.0,17.8,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,95.752508361204,78.16591791263023,17.58659044857376
2026-01-03 18:00:00,2026,1,3,18,1,1,1,0,7860,1500,8.0,1.0,0.0,1.0,99,-0.85,85.34926,3.0,18.85,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,93.99503722084368,79.13341909127365,14.861618129570033
2026-01-03 19:00:00,2026,1,3,19,1,1,1,0,7860,1500,8.0,1.0,0.0,1.0,49,-0.6,89.91464,0.0,18.6,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,92.36242884250476,80.47090329278721,11.891525549717542
2026-01-03 20:00:00,2026,1,3,20,1,1,1,0,7860,1500,8.0,0.5,0.0,0.5,20,-0.55,91.2532,0.0,18.55,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,102.21664275466284,73.06698363668517,29.149659117977677
2026-01-03 21:00:00,2026,1,3,21,1,1,1,0,7860,1500,8.0,0.0,0.0,0.0,0,-0.4,94.67333,0.0,18.4,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,51.682301438398994,71.87445104554382,20.192149607144827
2026-01-03 22:00:00,2026,1,3,22,1,1,1,0,7860,1500,8.0,0.0,0.0,0.0,0,-2.05,96.72937,0.0,20.05,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,66.22710622710622,93.09615507906184,26.869048851955625
2026-01-03 23:00:00,2026,1,3,23,1,1,1,0,7860,1500,8.0,0.0,0.0,0.0,0,-2.3,96.72267,0.0,20.3,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,77.92207792207793,95.67371534458029,17.751637422502355
2026-01-04 00:00:00,2026,1,4,0,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,-2.75,95.279724,0.0,20.75,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,80.84639498432603,102.43027247742164,21.583877493095613
2026-01-04 01:00:00,2026,1,4,1,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,-2.95,93.85778,0.0,20.95,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,93.32974137931036,102.18685532669531,8.857113947384946
2026-01-04 02:00:00,2026,1,4,2,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,-3.95,94.1624,0.0,21.95,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,92.1875,100.68452492710252,8.497024927102515
2026-01-04 03:00:00,2026,1,4,3,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,-4.2,94.50699,0.0,22.2,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,108.23529411764709,97.81411293479916,10.421181182847931
2026-01-04 04:00:00,2026,1,4,4,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,-4.4,93.78515,0.0,22.4,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,92.16470588235292,100.2319058297349,8.06719994738198
2026-01-04 05:00:00,2026,1,4,5,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,-4.6,93.41983,0.0,22.6,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,106.1,106.56676071419596,0.46676071419597065
2026-01-04 06:00:00,2026,1,4,6,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,-4.75,93.057396,0.0,22.75,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,100.64285714285714,101.42428596672121,0.7814288238640756
2026-01-04 07:00:00,2026,1,4,7,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,-4.65,92.358315,0.0,22.65,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,110.90592334494772,105.8481750591389,5.057748285808827
2026-01-04 08:00:00,2026,1,4,8,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,-5.3,91.96569,0.0,23.3,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,99.3930799773114,107.35032581532388,7.957245838012483
2026-01-04 09:00:00,2026,1,4,9,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,-5.4,92.311806,1.0,23.4,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,116.98121645796064,105.73974299478341,11.241473463177229
2026-01-04 10:00:00,2026,1,4,10,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,-3.55,90.35751,70.0,21.55,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,116.75339366515836,109.06564905002972,7.687744615128636
2026-01-04 11:00:00,2026,1,4,11,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,-1.7,81.49915,191.0,19.7,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,108.61944777911164,94.45726871118961,14.162179067922025
2026-01-04 12:00:00,2026,1,4,12,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,0.15,70.9381,287.0,17.85,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,108.40408163265306,78.32950502833893,30.07457660431413
2026-01-04 13:00:00,2026,1,4,13,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,0.9,74.3445,339.0,17.1,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,102.27619047619046,78.82460681318949,23.451583663000974
2026-01-04 14:00:00,2026,1,4,14,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,1.4,71.18942,185.0,16.6,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,104.36251920122888,72.43955534781742,31.92296385341146
2026-01-04 15:00:00,2026,1,4,15,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,1.65,67.86978,163.0,16.35,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,96.85620557681794,70.87407226300402,25.982133313813918
2026-01-04 16:00:00,2026,1,4,16,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,1.55,66.092064,128.0,16.45,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,101.3050847457627,70.27147200251848,31.03361274324422
2026-01-04 17:00:00,2026,1,4,17,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,0.6,70.23386,54.0,17.4,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,89.33333333333334,71.97713112183266,17.356202211500687
2026-01-04 18:00:00,2026,1,4,18,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,-0.9,78.90546,2.0,18.9,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,70.47916666666666,80.52215489716299,10.042988230496334
2026-01-04 19:00:00,2026,1,4,19,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,-0.75,83.16669,0.0,18.75,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,84.375,77.23214328487407,7.14285671512593
2026-01-04 20:00:00,2026,1,4,20,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,-1.5,86.559425,0.0,19.5,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,104.7043918918919,90.54062129961318,14.163770592278723
2026-01-04 21:00:00,2026,1,4,21,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,-2.65,89.75057,0.0,20.65,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,93.77974989915288,106.4467437690953,12.66699386994243
2026-01-04 22:00:00,2026,1,4,22,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,-4.0,91.01004,0.0,22.0,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,102.84687672747374,104.74954722642472,1.9026704989509824
2026-01-04 23:00:00,2026,1,4,23,1,1,1,0,2660,1500,12.0,0.0,0.0,0.0,0,-4.55,92.01418,0.0,22.55,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,107.28793309438473,105.2126076078599,2.0753254865248323
2026-01-05 00:00:00,2026,1,5,0,2,0,0,0,0,1500,12.0,0.0,0.0,0.0,0,-5.3,92.67157,0.0,23.3,0.0,1.75,-5.6,-2.4229167,92.67157,65.16724,85.344666,0,0,0,97.88585607940448,104.8068683355072,6.921012256102728
2026-01-05 01:00:00,2026,1,5,1,2,0,0,0,0,1500,12.0,0.0,0.0,0.0,0,-2.9,89.730286,0.0,20.9,0.0,1.75,-5.6,-2.4229167,92.67157,65.16724,85.344666,0,0,0,101.86324786324786,96.03214482295886,5.831103040289008
2026-01-05 02:00:00,2026,1,5,2,2,0,0,0,0,1500,12.0,0.0,0.0,0.0,0,-3.15,91.07087,0.0,21.15,0.0,1.75,-5.6,-2.4229167,92.67157,65.16724,85.344666,0,0,0,103.7037037037037,99.15081659749978,4.552887106203912
2026-01-05 03:00:00,2026,1,5,3,2,0,0,0,0,1500,12.0,0.0,0.0,0.0,0,-2.8,88.399086,0.0,20.8,0.0,1.75,-5.6,-2.4229167,92.67157,65.16724,85.344666,0,0,0,116.74074074074072,94.42755731562997,22.31318342511075
2026-01-05 04:00:00,2026,1,5,4,2,0,0,0,0,1500,12.0,0.0,0.0,0.0,0,-4.9,90.944954,0.0,22.9,0.0,1.75,-5.6,-2.4229167,92.67157,65.16724,85.344666,0,0,0,105.6867469879518,102.60603002202978,3.080716965922022
