Horodatage,Heure,Température extérieure (°C),Statut ouverture,Fréquentation prévue,Consommation EC prédite (kWh),Consommation EC optimisée (kWh),Consigne de température (°C),État CTA,Économie réalisée (kWh),Recommandations opérationnelles
2026-01-28 23:00:00,23,1.85,0,0,48.66630534071491,31.18,15.0,OFF,17.49,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (31.04 kWh)
2026-01-29 00:00:00,0,2.0,0,0,39.46234639007665,35.0,15.0,OFF,4.46,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 01:00:00,1,2.5,0,0,36.23999274886175,34.95,15.0,OFF,1.29,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 02:00:00,2,2.3,0,0,41.64779376548326,34.97,15.0,OFF,6.68,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 03:00:00,3,2.35,0,0,41.54649548859674,34.96,15.0,OFF,6.59,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 04:00:00,4,2.1,0,0,39.21351278408831,34.99,15.0,OFF,4.22,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 05:00:00,5,2.55,0,0,40.7528851708088,34.95,15.0,OFF,5.8,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 06:00:00,6,2.3,0,0,44.64584842596355,34.97,15.0,OFF,9.68,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 07:00:00,7,2.55,0,0,42.87389944889943,34.95,15.0,OFF,7.92,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 08:00:00,8,2.3,0,0,44.883407986685526,34.97,15.0,OFF,9.91,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 09:00:00,9,2.65,0,0,52.319884269982914,34.93,15.0,OFF,17.39,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 10:00:00,10,4.75,0,0,48.71174517592807,34.89,15.0,OFF,13.82,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 11:00:00,11,6.65,0,0,51.20766343728679,34.88,15.0,OFF,16.33,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 12:00:00,12,9.2,0,0,43.145616117973496,34.88,15.0,OFF,8.27,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 13:00:00,13,9.45,0,0,41.87819527004498,34.88,15.0,OFF,7.0,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 14:00:00,14,9.35,0,0,34.5568362489551,34.88,15.0,OFF,-0.32,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 15:00:00,15,9.6,0,0,33.981697942687376,34.88,15.0,OFF,-0.9,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 16:00:00,16,10.85,0,0,37.62997570121839,34.88,15.0,OFF,2.75,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 17:00:00,17,10.05,0,0,35.158215408099714,34.88,15.0,OFF,0.28,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 18:00:00,18,8.3,0,0,34.77419968003967,34.88,15.0,OFF,-0.11,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 19:00:00,19,8.4,0,0,30.986956535907588,34.88,15.0,OFF,-3.89,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 20:00:00,20,7.7,0,0,40.1866084155587,34.88,15.0,OFF,5.31,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 21:00:00,21,7.2,0,0,38.49808546420516,34.88,15.0,OFF,3.62,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 22:00:00,22,7.45,0,0,35.225083921649265,34.88,15.0,OFF,0.35,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-29 23:00:00,23,7.15,0,0,31.799306523938395,34.88,15.0,OFF,-3.08,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (34.88 kWh)
2026-01-30 00:00:00,0,7.35,0,0,52.48732142857144,38.25,15.0,OFF,14.24,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 01:00:00,1,7.95,0,0,38.36055555555556,38.25,15.0,OFF,0.11,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 02:00:00,2,7.95,0,0,37.22805555555555,38.25,15.0,OFF,-1.02,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 03:00:00,3,7.8,0,0,41.94681353448739,38.25,15.0,OFF,3.7,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 04:00:00,4,7.55,0,0,45.33331319848708,38.25,15.0,OFF,7.08,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 05:00:00,5,7.25,0,0,48.02242739027516,38.25,15.0,OFF,9.77,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 06:00:00,6,7.15,0,0,47.336959537133424,38.25,15.0,OFF,9.09,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 07:00:00,7,7.3,0,0,50.04194058461447,38.25,15.0,OFF,11.79,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 08:00:00,8,7.55,0,0,50.87246254013642,38.25,15.0,OFF,12.62,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 09:00:00,9,7.0,0,0,45.14827260618248,38.25,15.0,OFF,6.9,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 10:00:00,10,8.05,0,0,49.343591779774414,38.25,15.0,OFF,11.09,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 11:00:00,11,9.6,0,0,53.72456813924104,38.25,15.0,OFF,15.47,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 12:00:00,12,10.1,0,0,36.57688319060246,38.25,15.0,OFF,-1.67,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 13:00:00,13,11.15,0,0,34.09596656761523,38.25,15.0,OFF,-4.15,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 14:00:00,14,10.6,0,0,39.21751236177832,38.25,15.0,OFF,0.97,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 15:00:00,15,11.35,0,0,27.711004593639007,38.25,15.0,OFF,-10.54,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 16:00:00,16,10.2,0,0,34.155428246975184,38.25,15.0,OFF,-4.09,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 17:00:00,17,9.85,0,0,30.12563646487745,38.25,15.0,OFF,-8.12,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 18:00:00,18,9.15,0,0,30.463580488470384,38.25,15.0,OFF,-7.79,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 19:00:00,19,9.25,0,0,36.42381331929717,38.25,15.0,OFF,-1.83,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 20:00:00,20,8.55,0,0,37.00436707045862,38.25,15.0,OFF,-1.25,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 21:00:00,21,8.55,0,0,45.20797364906521,38.25,15.0,OFF,6.96,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 22:00:00,22,7.45,0,0,42.802472860221386,38.25,15.0,OFF,4.55,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-30 23:00:00,23,6.85,0,0,41.37704345246586,38.25,15.0,OFF,3.13,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.25 kWh)
2026-01-31 00:00:00,0,6.25,0,0,62.23375,45.65,15.0,OFF,16.58,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 01:00:00,1,6.4,0,0,47.9424494949495,45.65,15.0,OFF,2.29,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 02:00:00,2,5.75,0,0,45.80802162296455,45.65,15.0,OFF,0.16,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 03:00:00,3,5.65,0,0,50.146196226139125,45.65,15.0,OFF,4.5,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 04:00:00,4,5.4,0,0,49.79962203723884,45.65,15.0,OFF,4.15,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 05:00:00,5,5.15,0,0,51.288146470763294,45.65,15.0,OFF,5.64,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 06:00:00,6,5.25,0,0,54.80045225056906,45.65,15.0,OFF,9.15,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 07:00:00,7,5.7,0,0,57.25219306980989,45.65,15.0,OFF,11.6,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 08:00:00,8,5.15,0,0,52.15180832692515,45.65,15.0,OFF,6.5,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 09:00:00,9,5.55,0,0,57.24530167344014,45.65,15.0,OFF,11.6,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 10:00:00,10,6.85,0,0,55.05076516566497,45.65,15.0,OFF,9.4,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 11:00:00,11,8.15,0,0,66.22560766418694,45.65,15.0,OFF,20.58,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 12:00:00,12,9.5,0,0,44.4025655839739,45.65,15.0,OFF,-1.25,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 13:00:00,13,10.6,0,0,40.158517022349095,45.65,15.0,OFF,-5.49,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 14:00:00,14,11.45,0,0,42.18926715442152,45.65,15.0,OFF,-3.46,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 15:00:00,15,10.85,0,0,38.5726758527727,45.65,15.0,OFF,-7.08,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 16:00:00,16,9.85,0,0,38.42440729009448,45.65,15.0,OFF,-7.23,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 17:00:00,17,10.05,0,0,37.7779592829158,45.65,15.0,OFF,-7.87,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 18:00:00,18,7.35,0,0,40.28239517599845,45.65,15.0,OFF,-5.37,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 19:00:00,19,7.35,0,0,41.47703824075526,45.65,15.0,OFF,-4.17,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 20:00:00,20,7.2,0,0,43.75096335984169,45.65,15.0,OFF,-1.9,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 21:00:00,21,6.75,0,0,48.63473021365693,45.65,15.0,OFF,2.98,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 22:00:00,22,6.4,0,0,46.87578195553064,45.65,15.0,OFF,1.23,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-01-31 23:00:00,23,6.3,0,0,44.27095462927943,45.65,15.0,OFF,-1.38,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (45.65 kWh)
2026-02-01 00:00:00,0,6.3,0,0,56.88295634920635,42.87,15.0,OFF,14.01,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 01:00:00,1,6.95,0,0,46.89593434343435,42.87,15.0,OFF,4.03,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 02:00:00,2,7.25,0,0,46.33336448353837,42.87,15.0,OFF,3.46,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 03:00:00,3,7.4,0,0,42.94355207372596,42.87,15.0,OFF,0.07,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 04:00:00,4,7.2,0,0,42.23612599379988,42.87,15.0,OFF,-0.63,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 05:00:00,5,7.0,0,0,47.42568485568485,42.87,15.0,OFF,4.56,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 06:00:00,6,7.0,0,0,45.78278159528159,42.87,15.0,OFF,2.91,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 07:00:00,7,8.1,0,0,43.32273952076117,42.87,15.0,OFF,0.45,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 08:00:00,8,7.85,0,0,47.07127900197455,42.87,15.0,OFF,4.2,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 09:00:00,9,7.6,0,0,59.128782509738,42.87,15.0,OFF,16.26,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 10:00:00,10,8.25,0,0,60.27714708470432,42.87,15.0,OFF,17.41,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 11:00:00,11,8.95,0,0,53.01932760234926,42.87,15.0,OFF,10.15,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 12:00:00,12,9.4,0,0,51.10871148634958,42.87,15.0,OFF,8.24,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 13:00:00,13,10.7,0,0,37.35379669278096,42.87,15.0,OFF,-5.52,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 14:00:00,14,12.0,0,0,37.22767610882701,42.87,15.0,OFF,-5.64,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 15:00:00,15,12.05,0,0,35.51622309534895,42.87,15.0,OFF,-7.35,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 16:00:00,16,11.65,0,0,30.46751260341443,42.87,15.0,OFF,-12.4,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 17:00:00,17,10.95,0,0,36.56156171869114,42.87,15.0,OFF,-6.31,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 18:00:00,18,9.85,0,0,35.94947229746875,42.87,15.0,OFF,-6.92,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 19:00:00,19,10.15,0,0,40.89547361123091,42.87,15.0,OFF,-1.97,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 20:00:00,20,9.1,0,0,52.76306792220623,42.87,15.0,OFF,9.89,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 21:00:00,21,9.05,0,0,52.091534666945954,42.87,15.0,OFF,9.22,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 22:00:00,22,8.45,0,0,44.43485312958638,42.87,15.0,OFF,1.56,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-01 23:00:00,23,8.55,0,0,43.30023268398268,42.87,15.0,OFF,0.43,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (42.87 kWh)
2026-02-02 00:00:00,0,8.25,0,0,58.64398861059576,38.02,15.0,OFF,20.62,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 01:00:00,1,7.75,0,0,53.87813880563881,38.02,15.0,OFF,15.86,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 02:00:00,2,7.3,0,0,54.63427080674732,38.02,15.0,OFF,16.61,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 03:00:00,3,6.3,0,0,49.05276674453366,38.02,15.0,OFF,11.03,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 04:00:00,4,5.95,0,0,45.77530412778533,38.02,15.0,OFF,7.76,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 05:00:00,5,6.85,0,0,53.12420454545455,38.02,15.0,OFF,15.1,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 06:00:00,6,6.55,0,0,50.14385805991069,38.02,15.0,OFF,12.12,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 07:00:00,7,4.95,0,0,50.14988704907948,38.02,15.0,OFF,12.13,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 08:00:00,8,4.9,0,0,50.90142929062172,38.02,15.0,OFF,12.88,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 09:00:00,9,5.85,0,0,57.233109259161886,38.02,15.0,OFF,19.21,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 10:00:00,10,7.4,0,0,69.14541501451104,38.02,15.0,OFF,31.13,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 11:00:00,11,8.75,0,0,63.29464745718393,38.02,15.0,OFF,25.27,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 12:00:00,12,9.6,0,0,58.23970463348938,38.02,15.0,OFF,20.22,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 13:00:00,13,10.7,0,0,33.606184403012755,38.02,15.0,OFF,-4.41,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 14:00:00,14,10.75,0,0,36.30395761830881,38.02,15.0,OFF,-1.72,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 15:00:00,15,10.9,0,0,36.22714200773233,38.02,15.0,OFF,-1.79,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 16:00:00,16,10.85,0,0,34.89870580876052,38.02,15.0,OFF,-3.12,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 17:00:00,17,11.3,0,0,34.08326336487434,38.02,15.0,OFF,-3.94,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 18:00:00,18,11.3,0,0,36.50054315199284,38.02,15.0,OFF,-1.52,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 19:00:00,19,10.7,0,0,37.63266882044202,38.02,15.0,OFF,-0.39,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 20:00:00,20,10.25,0,0,57.63477879090587,38.02,15.0,OFF,19.61,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 21:00:00,21,9.4,0,0,48.39417921146953,38.02,15.0,OFF,10.37,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 22:00:00,22,9.3,0,0,38.34719696969697,38.02,15.0,OFF,0.33,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-02 23:00:00,23,8.95,0,0,35.10172619047619,38.02,15.0,OFF,-2.92,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (38.02 kWh)
2026-02-03 00:00:00,0,8.65,0,0,52.04787030238067,39.58,15.0,OFF,12.47,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 01:00:00,1,8.6,0,0,46.61191514834371,39.58,15.0,OFF,7.03,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 02:00:00,2,8.2,0,0,43.45503927073947,39.58,15.0,OFF,3.88,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 03:00:00,3,8.3,0,0,39.64600734836077,39.58,15.0,OFF,0.07,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 04:00:00,4,8.0,0,0,38.93670123780466,39.58,15.0,OFF,-0.64,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 05:00:00,5,8.1,0,0,45.33653714706347,39.58,15.0,OFF,5.76,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 06:00:00,6,7.85,0,0,47.26247765392503,39.58,15.0,OFF,7.68,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 07:00:00,7,7.7,0,0,46.77221896524529,39.58,15.0,OFF,7.19,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 08:00:00,8,7.0,0,0,45.42210309427415,39.58,15.0,OFF,5.84,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 09:00:00,9,7.5,0,0,61.46307824141701,39.58,15.0,OFF,21.88,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 10:00:00,10,7.75,0,0,63.7232698814417,39.58,15.0,OFF,24.14,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 11:00:00,11,8.45,0,0,68.74518950125238,39.58,15.0,OFF,29.17,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 12:00:00,12,9.7,0,0,48.72955909252762,39.58,15.0,OFF,9.15,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 13:00:00,13,10.35,0,0,39.9488524019114,39.58,15.0,OFF,0.37,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 14:00:00,14,10.25,0,0,40.20146408754701,39.58,15.0,OFF,0.62,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 15:00:00,15,8.95,0,0,35.67453006113383,39.58,15.0,OFF,-3.91,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 16:00:00,16,9.8,0,0,33.09084828850958,39.58,15.0,OFF,-6.49,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 17:00:00,17,9.6,0,0,33.22926888613986,39.58,15.0,OFF,-6.35,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 18:00:00,18,8.25,0,0,30.39547905036593,39.58,15.0,OFF,-9.18,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 19:00:00,19,6.9,0,0,36.241447423544194,39.58,15.0,OFF,-3.34,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 20:00:00,20,5.9,0,0,47.41005164548713,39.58,15.0,OFF,7.83,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 21:00:00,21,5.7,0,0,46.2114354137338,39.58,15.0,OFF,6.63,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 22:00:00,22,5.4,0,0,40.67612292042329,39.58,15.0,OFF,1.1,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-03 23:00:00,23,5.15,0,0,43.59573794128832,39.58,15.0,OFF,4.02,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (39.58 kWh)
2026-02-04 00:00:00,0,5.1,0,0,55.442326432850535,40.28,15.0,OFF,15.16,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (40.28 kWh)
2026-02-04 01:00:00,1,5.65,0,0,42.719474497382,40.28,15.0,OFF,2.44,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (40.28 kWh)
2026-02-04 02:00:00,2,5.25,0,0,41.22130925375324,40.28,15.0,OFF,0.94,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (40.28 kWh)
2026-02-04 03:00:00,3,5.45,0,0,39.09968269257754,40.28,15.0,OFF,-1.18,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (40.28 kWh)
2026-02-04 04:00:00,4,4.55,0,0,40.41411515122303,40.28,15.0,OFF,0.13,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (40.28 kWh)
2026-02-04 05:00:00,5,4.0,0,0,40.54042230749611,40.28,15.0,OFF,0.26,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (40.28 kWh)
2026-02-04 06:00:00,6,4.0,0,0,41.315991118499696,40.28,15.0,OFF,1.04,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (40.28 kWh)
2026-02-04 07:00:00,7,5.35,0,0,43.85059460630117,40.28,15.0,OFF,3.57,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (40.28 kWh)
2026-02-04 08:00:00,8,5.05,0,0,47.69290320031732,40.28,15.0,OFF,7.41,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (40.28 kWh)
2026-02-04 09:00:00,9,5.2,0,0,45.270948989472274,40.28,15.0,OFF,4.99,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (40.28 kWh)
2026-02-04 10:00:00,10,6.8,0,0,49.28802737038793,40.28,15.0,OFF,9.01,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (40.28 kWh)
2026-02-04 11:00:00,11,8.8,0,0,48.54931990814271,40.28,15.0,OFF,8.27,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (40.28 kWh)
2026-02-04 12:00:00,12,10.2,0,0,44.59977490361865,40.28,15.0,OFF,4.32,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (40.28 kWh)
2026-02-04 13:00:00,13,11.35,0,0,32.503983347536135,40.28,15.0,OFF,-7.78,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (40.28 kWh)
2026-02-04 14:00:00,14,11.25,0,0,32.20370656932855,40.28,15.0,OFF,-8.08,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (40.28 kWh)
2026-02-04 15:00:00,15,10.7,0,0,30.848902184226496,40.28,15.0,OFF,-9.43,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (40.28 kWh)
2026-02-04 16:00:00,16,9.7,0,0,30.79757326980781,40.28,15.0,OFF,-9.48,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (40.28 kWh)
