Date,Hour,D22_ELEC_KEPLER_COASTER [kWh] [D22 - KEPLER / Objectif Mars],D22_ELEC_KEPLER_General batiment [kWh] [D22 - KEPLER / Objectif Mars]
2025-07-07 07:00:00.000,07:00,466.40229885059597,546.7598850574699
2025-07-07 08:00:00.000,08:00,466.40229885059597,546.7598850574699
2025-07-07 09:00:00.000,09:00,78.44674329492673,76.09032950190635
2025-07-07 10:00:00.000,10:00,92.37999999991152,58.81590000011492
2025-07-07 11:00:00.000,11:00,93.10000000009313,60.94670000004117
2025-07-07 12:00:00.000,12:00,91.66999999994879,62.37689999991562
2025-07-07 13:00:00.000,13:00,76.69000000001397,59.82909999997355
2025-07-07 14:00:00.000,14:00,91.23999999994412,65.33279999999795
2025-07-07 15:00:00.000,15:00,56.220000000135045,62.882999999937596
2025-07-07 16:00:00.000,16:00,93.43999999999069,63.649600000143984
2025-07-07 17:00:00.000,17:00,90.67999999995808,65.94549999989104
2025-07-07 18:00:00.000,18:00,92.41000000005589,63.795099999965174
2025-07-07 19:00:00.000,19:00,94.14000000003725,65.5992000001017
2025-07-07 20:00:00.000,20:00,93.202727272715,64.26883636354893
2025-07-07 21:00:00.000,21:00,92.68727272720584,60.81236363644288
2025-07-07 22:00:00.000,22:00,36.7800000000745,65.2101999999024
2025-07-07 23:00:00.000,23:00,8.85999999991618,49.413799999980256
2025-07-08 00:00:00.000,00:00,8.5,46.9340000001248
2025-07-08 01:00:00.000,01:00,8.272727272642607,45.5749999999746
2025-07-08 02:00:00.000,02:00,8.38727272738999,46.49090000002391
2025-07-08 03:00:00.000,03:00,8.980000000004656,45.40840000002645
2025-07-08 04:00:00.000,04:00,8.519999999995344,34.86129999991972
2025-07-08 05:00:00.000,05:00,8.39999999993015,36.73790000008885
2025-07-08 06:00:00.000,06:00,12.000000000116415,41.5726000000257
2025-07-08 07:00:00.000,07:00,42.90999999991618,51.04539999987464
2025-07-08 08:00:00.000,08:00,32.48000000000466,61.166799999983056
2025-07-08 09:00:00.000,09:00,69.03999999999068,53.87670000006911
2025-07-08 10:00:00.000,10:00,93.74000000006053,61.672090909136884
2025-07-08 11:00:00.000,11:00,81.46999999999534,59.92730909083462
2025-07-08 12:00:00.000,12:00,90.9,62.85880000004545
2025-07-08 13:00:00.000,13:00,93,64.08339999993332
2025-07-08 14:00:00.000,14:00,91.93636363630861,65.11840000012467
2025-07-08 15:00:00.000,15:00,91.30363636363552,68.05699999989433
2025-07-08 16:00:00.000,16:00,92.13999999999069,67.94399999994785
2025-07-08 17:00:00.000,17:00,89.58000000002794,67.56899999999442
2025-07-08 18:00:00.000,18:00,85.44000000008381,69.12080000001006
2025-07-08 19:00:00.000,19:00,90.51999999992549,67.81039999998174
2025-07-08 20:00:00.000,20:00,86.5200000000652,67.96500000003725
2025-07-08 21:00:00.000,21:00,79.1,67.28499999996275
2025-07-08 22:00:00.000,22:00,64.67999999988824,63.793200000142676
2025-07-08 23:00:00.000,23:00,9.280000000121072,52.42559999995865
2025-07-09 00:00:00.000,00:00,8.5,48.80300000007264
2025-07-09 01:00:00.000,01:00,8.25999999991618,47.367099999892524
2025-07-09 02:00:00.000,02:00,8.399999999906868,46.71290000006557
2025-07-09 03:00:00.000,03:00,8.400000000116416,46.63270000002812
2025-07-09 04:00:00.000,04:00,8.800000000046566,45.21129999991972
2025-07-09 05:00:00.000,05:00,8.599999999883584,45.787399999890475
2025-07-09 06:00:00.000,06:00,13.600000000000001,45.87060000007041
2025-07-09 07:00:00.000,07:00,32.09000000008382,53.8693000000203
2025-07-09 08:00:00.000,08:00,39.06999999999534,54.82990000010468
2025-07-09 09:00:00.000,09:00,52.11999999987893,59.60129999988712
2025-07-09 10:00:00.000,10:00,93.2200000000419,61.24310000010301
2025-07-09 11:00:00.000,11:00,91.63090909096327,65.583036363563
2025-07-09 12:00:00.000,12:00,90.88909090905535,67.23656363627366
2025-07-09 13:00:00.000,13:00,91.56000000000931,68.78360000005924
2025-07-09 14:00:00.000,14:00,91.1,72.00020000003279
2025-07-09 15:00:00.000,15:00,89.97999999998137,73.43479999997653
2025-07-09 16:00:00.000,16:00,92.85999999996275,75.93059999994003
2025-07-09 17:00:00.000,17:00,113.8000000001397,76.40620000003837
2025-07-09 18:00:00.000,18:00,112.32000000001862,76.12200000006706
2025-07-09 19:00:00.000,19:00,117.69999999981373,74.82860000003129
2025-07-09 20:00:00.000,20:00,120.52000000011176,71.96819999990984
2025-07-09 21:00:00.000,21:00,118.22000000001863,70.876200000057
2025-07-09 22:00:00.000,22:00,19.760000000009313,66.10719999996945
2025-07-09 23:00:00.000,23:00,9.399999999860302,51.39019999993034
2025-07-10 00:00:00.000,00:00,8.400000000139698,47.82400000002235
2025-07-10 01:00:00.000,01:00,8.749999999906867,46.04930000002496
2025-07-10 02:00:00.000,02:00,8.410000000125729,40.80530000005383
2025-07-10 03:00:00.000,03:00,8.39999999993015,39.80060000005178
2025-07-10 04:00:00.000,04:00,8.399999999906868,39.26269999998622
2025-07-10 05:00:00.000,05:00,8.400000000116416,38.20059999986552
2025-07-10 06:00:00.000,06:00,8.39999999993015,36.28400000007823
2025-07-10 07:00:00.000,07:00,29.68999999994412,45.438499999907805
2025-07-10 08:00:00.000,08:00,48.54000000013039,60.49550000003074
2025-07-10 09:00:00.000,09:00,35.62999999988824,60.0439000000013
2025-07-10 10:00:00.000,10:00,117.33999999999068,66.68960000011138
2025-07-10 11:00:00.000,11:00,103.28000000016765,65.87190909090621
2025-07-10 12:00:00.000,12:00,121.91999999997205,70.89169090899469
2025-07-10 13:00:00.000,13:00,125.7799999999348,72.31719999997877
2025-07-10 14:00:00.000,14:00,122.90000000009313,74.54940000013448
2025-07-10 15:00:00.000,15:00,120.53999999994411,76.52399999992922
2025-07-10 16:00:00.000,16:00,119.28000000002794,76.2585999999661
2025-07-10 17:00:00.000,17:00,116.21999999997206,76.55520000010729
