Date,Hour,D11_ELEC_MTH_general TD Audio [kWh] [D11 - Futur l'expo (MTH)],D11_ELEC_MTH_inter general scenique [kWh] [D11 - Futur l'expo (MTH)]
2025-01-10 07:00:00.000,07:00,9.859459459460716,27.66529729733923
2025-01-10 08:00:00.000,08:00,10.534054054029136,28.38486486488979
2025-01-10 09:00:00.000,09:00,10.456940289139048,27.31178881208558
2025-01-10 10:00:00.000,10:00,11.023131782956014,27.74358656329767
2025-01-10 11:00:00.000,11:00,10.976688172045565,28.030164874511804
2025-01-10 12:00:00.000,12:00,9.042580645163394,27.086451612863574
2025-01-10 13:00:00.000,13:00,9.200909876965103,27.61940184017751
2025-01-10 14:00:00.000,14:00,9.303663113763612,27.84248261406256
2025-01-10 15:00:00.000,15:00,9.665084745748738,27.953898305097052
2025-01-10 16:00:00.000,16:00,9.509086024929852,27.926636392717505
2025-01-10 17:00:00.000,17:00,8.49509433960709,27.749433962250453
