Date,Hour,A13_Elec_Aquascope_TGBT1 (attraction) [kWh] [A13 - Aquascope],A13_Elec_Aquascope_TGBT2 (batiment) [kWh] [A13 - Aquascope],A13_ELEC Energie Compteur Electrique TGBT1 GENERAL [kWh] [A13 - Aquascope],A13_ELEC Energie Compteur Electrique TGBT2 GENERAL [kWh] [A13 - Aquascope]
2025-03-03 08:00:00.000,08:00,436.2,297.2,637.0588235294118,320.70588235294116
2025-03-03 09:00:00.000,09:00,640.8,321.8,629.2352941176471,336.3529411764706
2025-03-03 10:00:00.000,10:00,634,335,629.5367647058823,345.3382352941177
2025-03-03 11:00:00.000,11:00,627.6,343.4,634.875,356.25
2025-03-03 12:00:00.000,12:00,631,353.4,616.5882352941177,354.8235294117647
2025-03-03 13:00:00.000,13:00,620.2,354.2,616.4117647058823,353.47058823529414
2025-03-03 14:00:00.000,14:00,617.1999999999999,356.4,612.5294117647059,349.88235294117646
2025-03-03 15:00:00.000,15:00,616,352.4,617.7205882352941,344.6985294117647
2025-03-03 16:00:00.000,16:00,616.4000000000001,345.59999999999997,616.75,326.125
2025-03-03 17:00:00.000,17:00,613.5999999999999,325.8,611.1764705882354,325.7647058823529
2025-03-03 18:00:00.000,18:00,605.0181818181818,325,622.8235294117648,327.47058823529414
2025-03-03 19:00:00.000,19:00,631.5818181818182,329.8,616.7647058823529,326.8235294117647
2025-03-03 20:00:00.000,20:00,612.5,325.7,589.9852941176471,311.56617647058823
2025-03-03 21:00:00.000,21:00,604.3000000000001,311.2,294.25,330.375
2025-03-03 22:00:00.000,22:00,332.5,322.6,259.7647058823529,343.88235294117646
2025-03-03 23:00:00.000,23:00,261.3,349.7,252.47058823529414,341.2352941176471
2025-03-04 00:00:00.000,00:00,251.8,338.2,256.2941176470588,347.05882352941177
2025-03-04 01:00:00.000,01:00,258.1,350.90000000000003,260.22058823529414,351.9485294117647
2025-03-04 02:00:00.000,02:00,259.90000000000003,349.9,259.25,355.875
2025-03-04 03:00:00.000,03:00,258,352.6,258.1764705882353,344.88235294117646
2025-03-04 04:00:00.000,04:00,257.8,347.79999999999995,256.7647058823529,335.5294117647059
2025-03-04 05:00:00.000,05:00,256.6,337.40000000000003,279.1764705882353,336.2352941176471
2025-03-04 06:00:00.000,06:00,278.6,336.8,276.50735294117646,335.4779411764706
2025-03-04 07:00:00.000,07:00,275.59999999999997,337.4,479.375,361.875
2025-03-04 08:00:00.000,08:00,425.40000000000003,349,614.8235294117648,387.94117647058823
2025-03-04 09:00:00.000,09:00,618.2,390.2,615.6470588235295,393
2025-03-04 10:00:00.000,10:00,617.6,394,603,403.47058823529414
2025-03-04 11:00:00.000,11:00,607.4,403,605.0294117647059,416.2132352941177
2025-03-04 12:00:00.000,12:00,604,415,602.5,404.375
2025-03-04 13:00:00.000,13:00,599.4,402.4,601.0588235294117,406.52941176470586
2025-03-04 14:00:00.000,14:00,603.8000000000001,409,596.8823529411766,394.2352941176471
2025-03-04 15:00:00.000,15:00,597,394.4,599.7647058823529,402.1764705882353
2025-03-04 16:00:00.000,16:00,601,402.6,595.7941176470588,400.93382352941177
2025-03-04 17:00:00.000,17:00,594.8,403.2,601.5,396.125
2025-03-04 18:00:00.000,18:00,600.4,396,598.4705882352941,391.94117647058823
2025-03-04 19:00:00.000,19:00,601.6,392.79999999999995,561.2941176470588,383.7647058823529
2025-03-04 20:00:00.000,20:00,561.5,379.2,469.7058823529412,343.5882352941177
2025-03-04 21:00:00.000,21:00,519.9,370.2,195.15441176470588,219.45588235294116
2025-03-04 22:00:00.000,22:00,199,198,191.375,346.25
2025-03-04 23:00:00.000,23:00,194.6,350,189,337.88235294117646
2025-03-05 00:00:00.000,00:00,186.1,335.4,186.52941176470588,337.70588235294116
2025-03-05 01:00:00.000,01:00,188.9,341.90000000000003,189.47058823529412,335.52941176470586
2025-03-05 02:00:00.000,02:00,190.9,337.1,197,335.75735294117646
2025-03-05 03:00:00.000,03:00,193.1,332.59999999999997,194,334.125
2025-03-05 04:00:00.000,04:00,195.8,333.8,188,321.52941176470586
2025-03-05 05:00:00.000,05:00,187.39999999999998,323.4,185.52941176470588,319.5294117647059
2025-03-05 06:00:00.000,06:00,187,321.2,179.70588235294116,328.29411764705884
2025-03-05 07:00:00.000,07:00,180.2,327.6,278.3897058823529,367.2720588235294
2025-03-05 08:00:00.000,08:00,253.39999999999998,364.4,384.375,333.375
2025-03-05 09:00:00.000,09:00,377,333.6,544.1764705882354,320.52941176470586
2025-03-05 10:00:00.000,10:00,512.8,322.2,620.2941176470588,328.88235294117646
2025-03-05 11:00:00.000,11:00,623.1999999999999,330,615.5882352941177,338.47058823529414
2025-03-05 12:00:00.000,12:00,616.8000000000001,339.4,621.0661764705883,341.74264705882354
2025-03-05 13:00:00.000,13:00,618,339,627.875,346.375
2025-03-05 14:00:00.000,14:00,625,345.2,612,328.70588235294116
2025-03-05 15:00:00.000,15:00,615,330.2,613.8235294117648,330.3529411764706
2025-03-05 16:00:00.000,16:00,616,334,618.9411764705883,329.7647058823529
2025-03-05 17:00:00.000,17:00,623,331.2,614.4852941176471,324.5514705882353
2025-03-05 18:00:00.000,18:00,612.1999999999999,324.8,607.75,320.625
2025-03-05 19:00:00.000,19:00,604.4,318.2,598.6470588235294,317
2025-03-05 20:00:00.000,20:00,593.5999999999999,314.5,527.5294117647059,275
2025-03-05 21:00:00.000,21:00,572.4000000000001,295.5,248.58823529411762,308.88235294117646
2025-03-05 22:00:00.000,22:00,260.2,286,244.36029411764707,340.36764705882354
2025-03-05 23:00:00.000,23:00,246.6,342.8,242.875,338.75
2025-03-06 00:00:00.000,00:00,239,334.5,241.58823529411765,327.70588235294116
2025-03-06 01:00:00.000,01:00,242.9,331,246.58823529411765,333.88235294117646
2025-03-06 02:00:00.000,02:00,248.89999999999998,335.8,249.35294117647058,335.7647058823529
2025-03-06 03:00:00.000,03:00,247,335.7,248.97058823529412,332.3970588235294
2025-03-06 04:00:00.000,04:00,249.79999999999998,332.8,255.5,321.25
2025-03-06 05:00:00.000,05:00,251.8,320.59999999999997,264.29411764705884,278
2025-03-06 06:00:00.000,06:00,262.6,289.8,266.94117647058823,237.1764705882353
2025-03-06 07:00:00.000,07:00,267.2,237,545.2941176470588,289.88235294117646
2025-03-06 08:00:00.000,08:00,500.6,280.2,621.0955882352941,315.69117647058823
2025-03-06 09:00:00.000,09:00,619,315,622.375,324.25
2025-03-06 10:00:00.000,10:00,616.8000000000001,323.20000000000005,614,330.11764705882354
2025-03-06 11:00:00.000,11:00,618.4,329,620.8235294117648,335.2941176470588
2025-03-06 12:00:00.000,12:00,621.8,335.4,618.2352941176471,339.2352941176471
2025-03-06 13:00:00.000,13:00,621.6,339.8,627.6911764705883,341.4779411764706
2025-03-06 14:00:00.000,14:00,625,343,625.25,331.875
2025-03-06 15:00:00.000,15:00,623.2,329.8,602.8235294117646,316.3529411764706
2025-03-06 16:00:00.000,16:00,605.6,319.59999999999997,606.2941176470589,324.1764705882353
2025-03-06 17:00:00.000,17:00,609.5999999999999,325,602.1176470588235,318.7647058823529
2025-03-06 18:00:00.000,18:00,604.4000000000001,319.2,606.6397058823529,315.58088235294116
2025-03-06 19:00:00.000,19:00,604.8,317.20000000000005,605.125,314.125
2025-03-06 20:00:00.000,20:00,592.5,306.5,509.05882352941177,289.94117647058823
2025-03-06 21:00:00.000,21:00,563.1,306.9,254.23529411764704,215.3529411764706
2025-03-06 22:00:00.000,22:00,251.7,196.8,287.88235294117646,344.35294117647055
2025-03-06 23:00:00.000,23:00,292.7,348.2,285.0735294117647,337.2279411764706
2025-03-07 00:00:00.000,00:00,282.2,335.5,285.75,335.125
2025-03-07 01:00:00.000,01:00,285.1,334.9000000000001,283.47058823529414,332.11764705882354
2025-03-07 02:00:00.000,02:00,285.9,334,282.4705882352941,331.11764705882354
2025-03-07 03:00:00.000,03:00,280.4,330.4,283.47058823529414,335.11764705882354
2025-03-07 04:00:00.000,04:00,284.8,336.2,291.3382352941177,319.02205882352945
2025-03-07 05:00:00.000,05:00,289.8,320.6,298.25,324.625
2025-03-07 06:00:00.000,06:00,295.8,319.79999999999995,278.3529411764706,329.11764705882354
2025-03-07 07:00:00.000,07:00,285.2,331.6,564,387.4705882352941
2025-03-07 08:00:00.000,08:00,509.20000000000005,377.4,616.4117647058823,391.764705882353
2025-03-07 09:00:00.000,09:00,624.4,394.6,622.2352941176471,401.1470588235294
2025-03-07 10:00:00.000,10:00,618.8000000000001,401,620,409.5
2025-03-07 11:00:00.000,11:00,616.8,402,618.1764705882354,406.6470588235294
2025-03-07 12:00:00.000,12:00,620.2,410.2,619.8235294117646,366
2025-03-07 13:00:00.000,13:00,621.6,375.4,609.2352941176471,340.1764705882353
2025-03-07 14:00:00.000,14:00,615.8,346.4,611.0147058823529,333.5514705882353
2025-03-07 15:00:00.000,15:00,608,332.2,615.75,338.625
2025-03-07 16:00:00.000,16:00,612,335.19999999999993,600.8235294117646,339.88235294117646
2025-03-07 17:00:00.000,17:00,603.8,340.19999999999993,612.8235294117648,340.52941176470586
2025-03-07 18:00:00.000,18:00,614,343.2,614.8823529411766,336.7058823529412
2025-03-07 19:00:00.000,19:00,617.8,338.79999999999995,616.0955882352941,337.00735294117646
2025-03-07 20:00:00.000,20:00,605.6,330.59999999999997,462.375,266.875
2025-03-07 21:00:00.000,21:00,518.7,293.1,249.58823529411765,216.88235294117646
2025-03-07 22:00:00.000,22:00,246.5,187.7,255.11764705882354,342.70588235294116
2025-03-07 23:00:00.000,23:00,258.6,347,250.5294117647059,341.82352941176464
2025-03-08 00:00:00.000,00:00,250.8,341.2,256.3897058823529,348.5882352941177
2025-03-08 01:00:00.000,01:00,255,348.8,254.375,346
2025-03-08 02:00:00.000,02:00,255.10000000000002,345.2,255.58823529411765,344.05882352941177
2025-03-08 03:00:00.000,03:00,252.89999999999998,342.2,254.2941176470588,340
2025-03-08 04:00:00.000,04:00,256,342.40000000000003,261.6470588235294,324.7647058823529
2025-03-08 05:00:00.000,05:00,261.8,328.4,261.22058823529414,317.0514705882353
2025-03-08 06:00:00.000,06:00,260.2,318.8,256.25,302.125
2025-03-08 07:00:00.000,07:00,259.4,301,532.3529411764706,302.52941176470586
2025-03-08 08:00:00.000,08:00,483,300.2,604.1176470588235,318.3529411764706
2025-03-08 09:00:00.000,09:00,600.6,320,610.0588235294117,330.47058823529414
2025-03-08 10:00:00.000,10:00,612,330.8,626.2205882352941,340.0220588235294
2025-03-08 11:00:00.000,11:00,622.6,336.6,622.25,356.625
2025-03-08 12:00:00.000,12:00,620.6,352.6,614.8235294117648,338.70588235294116
2025-03-08 13:00:00.000,13:00,618,343.8,607.6470588235295,330.88235294117646
2025-03-08 14:00:00.000,14:00,610,331.8,611.2941176470588,336.2941176470588
2025-03-08 15:00:00.000,15:00,612.8,337.79999999999995,614.4852941176471,335.99264705882354
2025-03-08 16:00:00.000,16:00,613.2,336,615.75,341.125
2025-03-08 17:00:00.000,17:00,612.8,336,611.2352941176471,338.29411764705884
2025-03-08 18:00:00.000,18:00,614.2,341.2,608.0588235294117,331.7647058823529
2025-03-08 19:00:00.000,19:00,610,336.2,611.2352941176471,330.8235294117647
2025-03-08 20:00:00.000,20:00,603.2,324.2,548.8455882352941,323.36764705882354
2025-03-08 21:00:00.000,21:00,591.8,326.6,249.625,301.75
2025-03-08 22:00:00.000,22:00,259.1,299,257.1764705882353,321.3529411764706
2025-03-08 23:00:00.000,23:00,258.9,325.2,257.70588235294116,318.17647058823525
2025-03-09 00:00:00.000,00:00,256.7,316.7,255.3529411764706,317.5294117647059
2025-03-09 01:00:00.000,01:00,259.1,320.9,258.7647058823529,320.69117647058823
2025-03-09 02:00:00.000,02:00,257.90000000000003,320,258,326.25
2025-03-09 03:00:00.000,03:00,255.10000000000002,320.79999999999995,257.5882352941176,320.3529411764706
2025-03-09 04:00:00.000,04:00,257.8,323,261,315.17647058823525
2025-03-09 05:00:00.000,05:00,259.6,316.20000000000005,266.70588235294116,312.52941176470586
2025-03-09 06:00:00.000,06:00,269.2,314,272.20588235294116,292.56617647058823
2025-03-09 07:00:00.000,07:00,270.2,301,542.5,303.375
2025-03-09 08:00:00.000,08:00,492.2,292.6,601.1764705882354,314.7647058823529
2025-03-09 09:00:00.000,09:00,601,316,624.8235294117646,327.11764705882354
2025-03-09 10:00:00.000,10:00,624.8000000000001,327.19999999999993,620.0588235294117,335.52941176470586
2025-03-09 11:00:00.000,11:00,624,333.99999999999994,624.3161764705883,351.5882352941176
2025-03-09 12:00:00.000,12:00,623.1999999999999,349.59999999999997,628.625,354
2025-03-09 13:00:00.000,13:00,623.8000000000001,350.4,620.3529411764706,350.88235294117646
2025-03-09 14:00:00.000,14:00,622.8,355.8,621.4705882352941,342.4117647058824
2025-03-09 15:00:00.000,15:00,623.2,342,619.2352941176471,341.8235294117647
2025-03-09 16:00:00.000,16:00,623.8,344.6,614.3161764705883,333.00735294117646
2025-03-09 17:00:00.000,17:00,613.2,334,548.625,309.875
2025-03-09 18:00:00.000,18:00,588.8,322.2,223.8235294117647,215.7058823529412
2025-03-09 19:00:00.000,19:00,229.2,196.5,240.52941176470588,318.82352941176475
2025-03-09 20:00:00.000,20:00,243,322.9,241.58823529411765,315.7647058823529
2025-03-09 21:00:00.000,21:00,242,316,256.05882352941177,334.20588235294116
2025-03-09 22:00:00.000,22:00,252.4,332.40000000000003,256,332.5
2025-03-09 23:00:00.000,23:00,258,333.2,253.1764705882353,327.11764705882354
2025-03-10 00:00:00.000,00:00,250.9,325.6,255.05882352941177,337.29411764705884
2025-03-10 01:00:00.000,01:00,258,339.70000000000005,256.52941176470586,331.9411764705883
2025-03-10 02:00:00.000,02:00,258.9,335.1,260.2352941176471,336.6470588235294
2025-03-10 03:00:00.000,03:00,256,331.40000000000003,258,336
2025-03-10 04:00:00.000,04:00,258.8,336.2,260.52941176470586,320.7647058823529
2025-03-10 05:00:00.000,05:00,258.8,324.2,267.88235294117646,313.94117647058823
2025-03-10 06:00:00.000,06:00,269,314.40000000000003,262.11764705882354,323.3529411764706
2025-03-10 07:00:00.000,07:00,264.2,324.6,244.09558823529412,317.31617647058823
2025-03-10 08:00:00.000,08:00,254.6,317.2,166.375,318.625
2025-03-10 09:00:00.000,09:00,167.4,316.2,165.41176470588235,323.7647058823529
2025-03-10 10:00:00.000,10:00,163,324.8,198.88235294117646,310.11764705882354
2025-03-10 11:00:00.000,11:00,194.2,310,211.8235294117647,304.5882352941177
2025-03-10 12:00:00.000,12:00,211.79999999999998,310.6,432.75735294117646,341.15441176470586
2025-03-10 13:00:00.000,13:00,380.4,329.2,605.125,367.375
2025-03-10 14:00:00.000,14:00,601.4,365.8,603,371.94117647058823
2025-03-10 15:00:00.000,15:00,604.6,370.4,603.1176470588235,370.4117647058824
2025-03-10 16:00:00.000,16:00,603.2,374,603.4117647058824,377.4705882352941
2025-03-10 17:00:00.000,17:00,606.8,376.20000000000005,583.5955882352941,353.8014705882353
2025-03-10 18:00:00.000,18:00,611.4,375,255.875,156.375
2025-03-10 19:00:00.000,19:00,276,165.6,233.47058823529412,309.5882352941177
2025-03-10 20:00:00.000,20:00,237.2,287.4666666666667,221,310.2941176470588
2025-03-10 21:00:00.000,21:00,217.3,307.7333333333333,236.76470588235293,326.7058823529412
2025-03-10 22:00:00.000,22:00,236.1,325.8,239.51470588235293,332.2867647058823
2025-03-10 23:00:00.000,23:00,242,333.8,244.25,336.125
2025-03-11 00:00:00.000,00:00,238.9,331.4,241.58823529411765,327.7058823529412
2025-03-11 01:00:00.000,01:00,243.00000000000003,331,248.41176470588235,339.5294117647059
2025-03-11 02:00:00.000,02:00,250.89999999999998,341.8,245,331.11764705882354
2025-03-11 03:00:00.000,03:00,244,330.6,247.125,339.3970588235294
2025-03-11 04:00:00.000,04:00,247,338,241.875,320.25
2025-03-11 05:00:00.000,05:00,240.39999999999998,321.2,247.35294117647058,302
2025-03-11 06:00:00.000,06:00,246.20000000000002,304,256.1764705882353,302.1764705882353
2025-03-11 07:00:00.000,07:00,257.2,303.8,201.11764705882354,298.52941176470586
2025-03-11 08:00:00.000,08:00,215.20000000000002,300.4,157.8529411764706,296.0441176470588
2025-03-11 09:00:00.000,09:00,158,296,161.5,301.25
2025-03-11 10:00:00.000,10:00,159.6,297.6,178.41176470588235,304
2025-03-11 11:00:00.000,11:00,176.39999999999998,305.2,182.76470588235296,296.7647058823529
2025-03-11 12:00:00.000,12:00,182.2,299.2,437.76470588235287,282.2352941176471
2025-03-11 13:00:00.000,13:00,386.4,281.8,583.4338235294117,303
2025-03-11 14:00:00.000,14:00,582.6,301,590.625,311
2025-03-11 15:00:00.000,15:00,585.8,311,575.7058823529412,298.2352941176471
2025-03-11 16:00:00.000,16:00,579.2,300,580.3529411764706,301.94117647058823
2025-03-11 17:00:00.000,17:00,582.8,301.4,523.4117647058823,287.1764705882353
2025-03-11 18:00:00.000,18:00,568.2,304,185.65441176470588,157.64705882352942
2025-03-11 19:00:00.000,19:00,190.0909090909091,150.3272727272727,235.875,320
2025-03-11 20:00:00.000,20:00,226,305.27272727272725,235.58823529411765,317.7647058823529
2025-03-11 21:00:00.000,21:00,237.20909090909092,317.1,238.88235294117646,310.2352941176471
2025-03-11 22:00:00.000,22:00,238.7,312.6,237.52941176470588,305
2025-03-11 23:00:00.000,23:00,242,310.3,226.75,305.5
2025-03-12 00:00:00.000,00:00,223.3,301.9,236.25,297.5
2025-03-12 01:00:00.000,01:00,234.89999999999998,300.4,231.58823529411765,298.5882352941177
2025-03-12 02:00:00.000,02:00,234.9,297.40000000000003,225.1764705882353,302.235294117647
2025-03-12 03:00:00.000,03:00,227.9,301.3,234.76470588235296,302.1764705882353
2025-03-12 04:00:00.000,04:00,230.2,302.8,242.09558823529412,306.625
2025-03-12 05:00:00.000,05:00,241.8,306,258.375,306.375
2025-03-12 06:00:00.000,06:00,254.4,305,249,306.5882352941177
2025-03-12 07:00:00.000,07:00,253.6,307,211.23529411764707,297.3529411764706
2025-03-12 08:00:00.000,08:00,224.8,302,157.47058823529412,291.7647058823529
2025-03-12 09:00:00.000,09:00,155,291.59999999999997,175.66911764705884,303.04411764705884
2025-03-12 10:00:00.000,10:00,175.39999999999998,302.2,181.625,301.25
2025-03-12 11:00:00.000,11:00,176.60000000000002,298.2,186.35294117647058,223.58823529411765
2025-03-12 12:00:00.000,12:00,189,249.2,432.5882352941177,226.47058823529412
2025-03-12 13:00:00.000,13:00,378.4,199.8,602.5294117647059,325
2025-03-12 14:00:00.000,14:00,605.8,326.59999999999997,608.9044117647059,317.69117647058823
2025-03-12 15:00:00.000,15:00,602.8,317,622.625,327.25
2025-03-12 16:00:00.000,16:00,622.6,325.6,610.5882352941177,327.88235294117646
2025-03-12 17:00:00.000,17:00,611.2,326.4,509.764705882353,289.8235294117647
2025-03-12 18:00:00.000,18:00,563.4,313.40000000000003,150.7058823529412,126
2025-03-12 19:00:00.000,19:00,160.4,133.2,131.81617647058823,104.79411764705883
2025-03-12 20:00:00.000,20:00,133,105.9,131.125,101.5
2025-03-12 21:00:00.000,21:00,130.29999999999998,101.3,126.58823529411765,94.29411764705883
2025-03-12 22:00:00.000,22:00,127,95,126.58823529411764,93.29411764705883
2025-03-12 23:00:00.000,23:00,128.3,94.8,122.82352941176471,92.29411764705883
2025-03-13 00:00:00.000,00:00,122.9,91.5,125.125,93.24264705882354
2025-03-13 01:00:00.000,01:00,124.89999999999999,93.9,128.875,102.875
2025-03-13 02:00:00.000,02:00,128,100.8,126.61111111111111,95.16666666666666
2025-03-13 03:00:00.000,03:00,127,97.39999999999999,128.38888888888889,95.83333333333334
2025-03-13 04:00:00.000,04:00,129,96.2,141.5,100.125
2025-03-13 05:00:00.000,05:00,137,98.8,157.85294117647058,99.93382352941177
2025-03-13 06:00:00.000,06:00,157,99.2,154.23529411764707,102
2025-03-13 07:00:00.000,07:00,155.2,102.8,160.94117647058823,105.88235294117646
2025-03-13 08:00:00.000,08:00,160.6,104.80000000000001,167.47058823529412,106.05882352941177
2025-03-13 09:00:00.000,09:00,166.8,106.8,194.5,130.125
2025-03-13 10:00:00.000,10:00,191.2,126.19999999999999,185.5,122.63970588235296
2025-03-13 11:00:00.000,11:00,186.2,122.8,232.88235294117646,121.05882352941177
2025-03-13 12:00:00.000,12:00,191.6,121,560.2941176470588,233.05882352941177
2025-03-13 13:00:00.000,13:00,546,207,620.8235294117646,328.11764705882354
2025-03-13 14:00:00.000,14:00,622,329.8,622.25,324.25
2025-03-13 15:00:00.000,15:00,621.4000000000001,323.4,613.5735294117648,324.3970588235294
2025-03-13 16:00:00.000,16:00,612.2,324,601.3529411764706,324
2025-03-13 17:00:00.000,17:00,605.2,325.2,563.6470588235294,322.1764705882353
2025-03-13 18:00:00.000,18:00,598,324,181.1764705882353,177.1764705882353
2025-03-13 19:00:00.000,19:00,207.46666666666667,203.4,128.875,107.375
2025-03-13 20:00:00.000,20:00,127.73333333333333,105.6,126.59558823529412,99.9779411764706
2025-03-13 21:00:00.000,21:00,126.3,101.30000000000001,127.3529411764706,96.05882352941177
2025-03-13 22:00:00.000,22:00,128,97.3,125.94117647058825,94.70588235294119
2025-03-13 23:00:00.000,23:00,128.3,94.8,115.23529411764706,93.88235294117648
2025-03-14 00:00:00.000,00:00,114,94.4,129.5,93.375
2025-03-14 01:00:00.000,01:00,128.8,95.19999999999999,130.20588235294116,90.21323529411765
2025-03-14 02:00:00.000,02:00,130.1,87.8,120.64705882352942,99.8235294117647
2025-03-14 03:00:00.000,03:00,122.3,99.39999999999999,124.88235294117648,98.52941176470588
2025-03-14 04:00:00.000,04:00,123.6,98,137.76470588235293,110.05882352941177
2025-03-14 05:00:00.000,05:00,135.4,109.6,165.75,107.375
2025-03-14 06:00:00.000,06:00,162.4,107,163.60294117647058,108.68382352941177
2025-03-14 07:00:00.000,07:00,164.20000000000002,108,148.58823529411765,111.47058823529412
2025-03-14 08:00:00.000,08:00,151.39999999999998,111.8,148.76470588235293,112.47058823529412
2025-03-14 09:00:00.000,09:00,148.6,112.19999999999999,155.29411764705884,125
2025-03-14 10:00:00.000,10:00,155.2,124.6,155.75,122.875
2025-03-14 11:00:00.000,11:00,153.6,122,235.36764705882354,156.77205882352942
2025-03-14 12:00:00.000,12:00,191.4,136.4,597.8823529411765,325.64705882352945
2025-03-14 13:00:00.000,13:00,584.8,320.8,606.7647058823529,320.5294117647059
2025-03-14 14:00:00.000,14:00,607.2,321.2,609.2352941176471,316.1764705882353
2025-03-14 15:00:00.000,15:00,611,317.40000000000003,615.625,323.875
2025-03-14 16:00:00.000,16:00,613.6,320.59999999999997,614.6691176470588,325.24264705882354
2025-03-14 17:00:00.000,17:00,612.1999999999999,323.6,563.5882352941177,304.4117647058823
2025-03-14 18:00:00.000,18:00,603,323.2,186.3529411764706,150.64705882352942
2025-03-14 19:00:00.000,19:00,209.38181818181818,160.20000000000002,133.76470588235296,116.82352941176471
2025-03-14 20:00:00.000,20:00,134.21818181818182,117.6,136.125,114.375
2025-03-14 21:00:00.000,21:00,135,114.3,132.34558823529412,105.44852941176471
2025-03-14 22:00:00.000,22:00,133,106.60000000000001,129.1764705882353,101.23529411764706
2025-03-14 23:00:00.000,23:00,130.6,102.1,127.76470588235294,99.47058823529412
2025-03-15 00:00:00.000,00:00,127.8,99.4,129.58823529411765,101.47058823529412
2025-03-15 01:00:00.000,01:00,130.9,102.89999999999999,134.75,103.5
2025-03-15 02:00:00.000,02:00,134,102.9,136.19117647058823,107.55882352941177
2025-03-15 03:00:00.000,03:00,133.7,105.19999999999999,145.64705882352942,113.29411764705883
2025-03-15 04:00:00.000,04:00,143.6,113.6,159.94117647058823,115.23529411764707
2025-03-15 05:00:00.000,05:00,159.6,115,170.47058823529412,125.41176470588235
2025-03-15 06:00:00.000,06:00,167.6,124.8,191.125,133.75
2025-03-15 07:00:00.000,07:00,189.59999999999997,131.6,197.52205882352942,135.72058823529412
2025-03-15 08:00:00.000,08:00,195.6,135.39999999999998,518.1176470588235,279.2352941176471
2025-03-15 09:00:00.000,09:00,461.8,251,615.4117647058824,332.3529411764706
2025-03-15 10:00:00.000,10:00,619.4,336.2,606.8235294117648,328.94117647058823
2025-03-15 11:00:00.000,11:00,611,327.8,625.25,339.75
2025-03-15 12:00:00.000,12:00,621,339.79999999999995,535.1617647058823,343.8382352941176
2025-03-15 13:00:00.000,13:00,546.8,342,593.0588235294118,334.1764705882353
2025-03-15 14:00:00.000,14:00,581.2,335.4,618.9411764705882,339.94117647058823
2025-03-15 15:00:00.000,15:00,621.8,341.4,617.5882352941177,335.29411764705884
2025-03-15 16:00:00.000,16:00,619.4,338.40000000000003,617.25,339
2025-03-15 17:00:00.000,17:00,612.8666666666666,332.97777777777776,616.2794117647059,346.05882352941177
2025-03-15 18:00:00.000,18:00,613.7777777777777,345.77777777777777,615.9411764705883,347.3529411764706
2025-03-15 19:00:00.000,19:00,611.4555555555555,345.64444444444445,615.2941176470588,342.29411764705884
2025-03-15 20:00:00.000,20:00,617.6,343,555.2352941176471,319.29411764705884
2025-03-15 21:00:00.000,21:00,596.5,335.5,163.125,204.375
2025-03-15 22:00:00.000,22:00,188.1,199.4,129.1691176470588,261.09558823529414
2025-03-15 23:00:00.000,23:00,131.9,263.9,121.35294117647058,251.3529411764706
2025-03-16 00:00:00.000,00:00,119.8,249.8,131.58823529411762,243.94117647058823
2025-03-16 01:00:00.000,01:00,132,248.39999999999998,131.76470588235293,240.23529411764707
2025-03-16 02:00:00.000,02:00,133,239.8,127.5,252.125
2025-03-16 03:00:00.000,03:00,126.2,248.6,135.8529411764706,250.5808823529412
2025-03-16 04:00:00.000,04:00,132.4,250,168,261.4117647058824
2025-03-16 05:00:00.000,05:00,165.39999999999998,261.4,186.05882352941177,266.2352941176471
2025-03-16 06:00:00.000,06:00,185,263.8,180.58823529411765,277.6470588235294
2025-03-16 07:00:00.000,07:00,181.2,281,432.5,297.875
2025-03-16 08:00:00.000,08:00,381.6,286.59999999999997,615.2647058823529,329.5367647058823
2025-03-16 09:00:00.000,09:00,605.5999999999999,328.6,622.3529411764706,329.3529411764706
2025-03-16 10:00:00.000,10:00,623.5999999999999,332.2,626.5294117647059,335.5882352941177
2025-03-16 11:00:00.000,11:00,629.4000000000001,334.4,623.3529411764706,357.6470588235294
2025-03-16 12:00:00.000,12:00,625.4,357.2,631,360.625
2025-03-16 13:00:00.000,13:00,626.8,358.59999999999997,628,351.1985294117647
2025-03-16 14:00:00.000,14:00,628.1999999999999,351.79999999999995,621.2941176470588,339.5882352941177
2025-03-16 15:00:00.000,15:00,625,342.6,616.2941176470589,342.88235294117646
2025-03-16 16:00:00.000,16:00,618,344.59999999999997,617.4117647058824,334.7058823529412
2025-03-16 17:00:00.000,17:00,619.1999999999999,335.6,571.75,341.375
2025-03-16 18:00:00.000,18:00,610,342.6,179.19117647058823,159.38970588235293
2025-03-16 19:00:00.000,19:00,195.7,181.4,136.3529411764706,119.58823529411765
2025-03-16 20:00:00.000,20:00,136.9,121,135.94117647058823,115.41176470588235
2025-03-16 21:00:00.000,21:00,136.7,116,134.76470588235293,107.23529411764706
2025-03-16 22:00:00.000,22:00,136,108.6,135.875,107.125
2025-03-16 23:00:00.000,23:00,136.9,107.4,124.83088235294117,105.6985294117647
2025-03-17 00:00:00.000,00:00,122.8,105.2,132.76470588235293,98.11764705882352
2025-03-17 01:00:00.000,01:00,133.9,102.4,133.1764705882353,96
2025-03-17 02:00:00.000,02:00,134.1,92.8,127.3529411764706,109.05882352941177
2025-03-17 03:00:00.000,03:00,128,108.8,132.125,102.5
2025-03-17 04:00:00.000,04:00,130.6,103.39999999999999,133.5808823529412,105.55882352941177
2025-03-17 05:00:00.000,05:00,133.2,104,141.88235294117646,108.47058823529413
