date,visitor_count,ec_value,cycle_attraction_max,duty_cycle_max,capacite salle,capacite file d'attente,capacite pre-salle,is_weekend,jf,is_open,type_frequentation,temperature,temp_max,temp_min,temp_moy,humidite,humidite_max,humidite_min,humidite_moy,rayonnement_solaire,hour,min,day,month,year,week
2025-02-11 05:00:00,0,69.0,3.0,0.6,190,800,190,0,0,1,MF,0.4,9.25,-0.45,4.13125,97.49836,99.30477,84.083145,93.64313,0.0,5,0,11,2,2025,7
2025-02-11 06:00:00,0,100.0,3.0,0.6,190,800,190,0,0,1,MF,0.6,9.25,-0.45,4.13125,97.15017,99.30477,84.083145,93.64313,0.0,6,0,11,2,2025,7
2025-02-11 07:00:00,0,70.0,3.0,0.6,190,800,190,0,0,1,MF,1.75,9.25,-0.45,4.13125,94.764145,99.30477,84.083145,93.64313,0.0,7,0,11,2,2025,7
2025-02-11 08:00:00,0,90.0,3.0,0.6,190,800,190,0,0,1,MF,2.1,9.25,-0.45,4.13125,94.77872,99.30477,84.083145,93.64313,0.0,8,0,11,2,2025,7
2025-02-11 09:00:00,0,98.0,3.0,0.6,190,800,190,0,0,1,MF,2.45,9.25,-0.45,4.13125,96.84638,99.30477,84.083145,93.64313,3.0,9,0,11,2,2025,7
2025-02-11 10:00:00,120,118.0,3.0,0.6,190,800,190,0,0,1,MF,3.15,9.25,-0.45,4.13125,96.17908,99.30477,84.083145,93.64313,29.0,10,0,11,2,2025,7
2025-02-11 11:00:00,140,122.0,3.0,0.6,190,800,190,0,0,1,MF,4.0,9.25,-0.45,4.13125,94.18897,99.30477,84.083145,93.64313,65.0,11,0,11,2,2025,7
2025-02-11 12:00:00,169,112.0,3.0,0.6,190,800,190,0,0,1,MF,5.6,9.25,-0.45,4.13125,90.388016,99.30477,84.083145,93.64313,142.0,12,0,11,2,2025,7
2025-02-11 13:00:00,112,106.0,3.0,0.6,190,800,190,0,0,1,MF,6.5,9.25,-0.45,4.13125,90.13972,99.30477,84.083145,93.64313,119.0,13,0,11,2,2025,7
2025-02-11 14:00:00,82,100.0,3.0,0.6,190,800,190,0,0,1,MF,6.65,9.25,-0.45,4.13125,91.0957,99.30477,84.083145,93.64313,146.0,14,0,11,2,2025,7
2025-02-11 15:00:00,81,83.0,3.0,0.6,190,800,190,0,0,1,MF,8.85,9.25,-0.45,4.13125,84.90909,99.30477,84.083145,93.64313,283.0,15,0,11,2,2025,7
2025-02-11 16:00:00,83,70.0,3.0,0.6,190,800,190,0,0,1,MF,9.25,9.25,-0.45,4.13125,84.083145,99.30477,84.083145,93.64313,278.0,16,0,11,2,2025,7
2025-02-11 17:00:00,91,77.0,3.0,0.6,190,800,190,0,0,1,MF,8.9,9.25,-0.45,4.13125,86.09002,99.30477,84.083145,93.64313,118.0,17,0,11,2,2025,7
2025-02-11 18:00:00,61,80.0,3.0,0.6,190,800,190,0,0,1,MF,8.0,9.25,-0.45,4.13125,90.25162,99.30477,84.083145,93.64313,46.0,18,0,11,2,2025,7
2025-02-11 19:00:00,21,56.0,3.0,0.6,190,800,190,0,0,1,MF,7.05,9.25,-0.45,4.13125,94.00128,99.30477,84.083145,93.64313,1.0,19,0,11,2,2025,7
2025-02-11 20:00:00,0,17.0,3.0,0.6,190,800,190,0,0,1,MF,6.15,9.25,-0.45,4.13125,96.602936,99.30477,84.083145,93.64313,0.0,20,0,11,2,2025,7
2025-02-11 21:00:00,0,30.0,3.0,0.6,190,800,190,0,0,1,MF,5.85,9.25,-0.45,4.13125,96.26006,99.30477,84.083145,93.64313,0.0,21,0,11,2,2025,7
2025-02-11 22:00:00,0,33.0,3.0,0.6,190,800,190,0,0,1,MF,5.3,9.25,-0.45,4.13125,97.59497,99.30477,84.083145,93.64313,0.0,22,0,11,2,2025,7
2025-02-11 23:00:00,0,38.75,3.0,0.6,190,800,190,0,0,1,MF,4.8,9.25,-0.45,4.13125,99.30477,99.30477,84.083145,93.64313,0.0,23,0,11,2,2025,7
2025-02-12 00:00:00,0,30.25,3.0,0.6,190,800,190,0,0,1,MF,4.55,13.6,2.95,7.5604167,98.95668,100.0,70.33062,91.29837,0.0,0,0,12,2,2025,7
2025-02-12 01:00:00,0,40.0,3.0,0.6,190,800,190,0,0,1,MF,4.7,13.6,2.95,7.5604167,97.92549,100.0,70.33062,91.29837,0.0,1,0,12,2,2025,7
2025-02-12 02:00:00,0,40.0,3.0,0.6,190,800,190,0,0,1,MF,5.3,13.6,2.95,7.5604167,100.0,100.0,70.33062,91.29837,0.0,2,0,12,2,2025,7
2025-02-12 03:00:00,0,40.0,3.0,0.6,190,800,190,0,0,1,MF,4.85,13.6,2.95,7.5604167,99.65199,100.0,70.33062,91.29837,0.0,3,0,12,2,2025,7
2025-02-12 04:00:00,0,49.0,3.0,0.6,190,800,190,0,0,1,MF,4.5,13.6,2.95,7.5604167,99.99999,100.0,70.33062,91.29837,0.0,4,0,12,2,2025,7
2025-02-12 05:00:00,0,40.0,3.0,0.6,190,800,190,0,0,1,MF,4.35,13.6,2.95,7.5604167,98.955,100.0,70.33062,91.29837,0.0,5,0,12,2,2025,7
2025-02-12 06:00:00,0,2.0,3.0,0.6,190,800,190,0,0,1,MF,3.55,13.6,2.95,7.5604167,98.59983,100.0,70.33062,91.29837,0.0,6,0,12,2,2025,7
2025-02-12 07:00:00,0,0.0,3.0,0.6,190,800,190,0,0,1,MF,3.25,13.6,2.95,7.5604167,98.24828,100.0,70.33062,91.29837,0.0,7,0,12,2,2025,7
2025-02-12 08:00:00,0,0.0,3.0,0.6,190,800,190,0,0,1,MF,2.95,13.6,2.95,7.5604167,98.59304,100.0,70.33062,91.29837,0.0,8,0,12,2,2025,7
2025-02-12 09:00:00,0,0.0,3.0,0.6,190,800,190,0,0,1,MF,3.95,13.6,2.95,7.5604167,97.56892,100.0,70.33062,91.29837,29.0,9,0,12,2,2025,7
2025-02-12 10:00:00,107,0.0,3.0,0.6,190,800,190,0,0,1,MF,6.45,13.6,2.95,7.5604167,93.648026,100.0,70.33062,91.29837,132.0,10,0,12,2,2025,7
2025-02-12 11:00:00,134,0.0,3.0,0.6,190,800,190,0,0,1,MF,8.15,13.6,2.95,7.5604167,93.091896,100.0,70.33062,91.29837,197.0,11,0,12,2,2025,7
2025-02-12 12:00:00,103,10.0,3.0,0.6,190,800,190,0,0,1,MF,9.9,13.6,2.95,7.5604167,88.56976,100.0,70.33062,91.29837,253.0,12,0,12,2,2025,7
2025-02-12 13:00:00,49,0.0,3.0,0.6,190,800,190,0,0,1,MF,12.05,13.6,2.95,7.5604167,79.97443,100.0,70.33062,91.29837,363.0,13,0,12,2,2025,7
2025-02-12 14:00:00,62,10.0,3.0,0.6,190,800,190,0,0,1,MF,12.7,13.6,2.95,7.5604167,74.333015,100.0,70.33062,91.29837,279.0,14,0,12,2,2025,7
2025-02-12 15:00:00,71,34.0,3.0,0.6,190,800,190,0,0,1,MF,13.45,13.6,2.95,7.5604167,71.0205,100.0,70.33062,91.29837,303.0,15,0,12,2,2025,7
2025-02-12 16:00:00,73,93.0,3.0,0.6,190,800,190,0,0,1,MF,13.6,13.6,2.95,7.5604167,70.33062,100.0,70.33062,91.29837,241.0,16,0,12,2,2025,7
2025-02-12 17:00:00,53,70.0,3.0,0.6,190,800,190,0,0,1,MF,13.1,13.6,2.95,7.5604167,74.15128,100.0,70.33062,91.29837,169.0,17,0,12,2,2025,7
2025-02-12 18:00:00,33,67.0,3.0,0.6,190,800,190,0,0,1,MF,11.55,13.6,2.95,7.5604167,80.44761,100.0,70.33062,91.29837,41.0,18,0,12,2,2025,7
2025-02-12 19:00:00,7,46.0,3.0,0.6,190,800,190,0,0,1,MF,9.6,13.6,2.95,7.5604167,90.67625,100.0,70.33062,91.29837,1.0,19,0,12,2,2025,7
2025-02-12 20:00:00,0,0.0,3.0,0.6,190,800,190,0,0,1,MF,8.5,13.6,2.95,7.5604167,91.84679,100.0,70.33062,91.29837,0.0,20,0,12,2,2025,7
2025-02-12 21:00:00,0,0.0,3.0,0.6,190,800,190,0,0,1,MF,7.3,13.6,2.95,7.5604167,96.96564,100.0,70.33062,91.29837,0.0,21,0,12,2,2025,7
2025-02-12 22:00:00,0,7.0,3.0,0.6,190,800,190,0,0,1,MF,6.25,13.6,2.95,7.5604167,98.6298,100.0,70.33062,91.29837,0.0,22,0,12,2,2025,7
2025-02-12 23:00:00,0,23.0,3.0,0.6,190,800,190,0,0,1,MF,6.9,13.6,2.95,7.5604167,98.976105,100.0,70.33062,91.29837,0.0,23,0,12,2,2025,7
2025-02-13 00:00:00,0,10.0,3.0,0.6,190,800,190,0,0,1,MF,7.4,10.65,6.1,7.5625,99.31909,100.0,75.777374,92.85812,0.0,0,0,13,2,2025,7
2025-02-13 01:00:00,0,18.0,3.0,0.6,190,800,190,0,0,1,MF,7.4,10.65,6.1,7.5625,99.65902,100.0,75.777374,92.85812,0.0,1,0,13,2,2025,7
2025-02-13 02:00:00,0,22.0,3.0,0.6,190,800,190,0,0,1,MF,6.1,10.65,6.1,7.5625,100.0,100.0,75.777374,92.85812,0.0,2,0,13,2,2025,7
2025-02-13 03:00:00,0,0.0,3.0,0.6,190,800,190,0,0,1,MF,6.3,10.65,6.1,7.5625,100.0,100.0,75.777374,92.85812,0.0,3,0,13,2,2025,7
2025-02-13 04:00:00,0,39.0,3.0,0.6,190,800,190,0,0,1,MF,6.1,10.65,6.1,7.5625,99.65547,100.0,75.777374,92.85812,0.0,4,0,13,2,2025,7
2025-02-13 05:00:00,0,1.0,3.0,0.6,190,800,190,0,0,1,MF,6.35,10.65,6.1,7.5625,100.0,100.0,75.777374,92.85812,0.0,5,0,13,2,2025,7
2025-02-13 06:00:00,0,0.0,3.0,0.6,190,800,190,0,0,1,MF,6.4,10.65,6.1,7.5625,99.65629,100.0,75.777374,92.85812,0.0,6,0,13,2,2025,7
2025-02-13 07:00:00,0,50.0,3.0,0.6,190,800,190,0,0,1,MF,6.4,10.65,6.1,7.5625,99.65629,100.0,75.777374,92.85812,0.0,7,0,13,2,2025,7
2025-02-13 08:00:00,0,0.0,3.0,0.6,190,800,190,0,0,1,MF,6.45,10.65,6.1,7.5625,99.65643,100.0,75.777374,92.85812,0.0,8,0,13,2,2025,7
2025-02-13 09:00:00,0,34.0,3.0,0.6,190,800,190,0,0,1,MF,6.8,10.65,6.1,7.5625,98.63579,100.0,75.777374,92.85812,7.0,9,0,13,2,2025,7
2025-02-13 10:00:00,111,132.0,3.0,0.6,190,800,190,0,0,1,MF,7.25,10.65,6.1,7.5625,98.30338,100.0,75.777374,92.85812,33.0,10,0,13,2,2025,7
2025-02-13 11:00:00,234,120.0,3.0,0.6,190,800,190,0,0,1,MF,7.8,10.65,6.1,7.5625,97.30936,100.0,75.777374,92.85812,67.0,11,0,13,2,2025,7
2025-02-13 12:00:00,122,71.0,3.0,0.6,190,800,190,0,0,1,MF,8.4,10.65,6.1,7.5625,95.03093,100.0,75.777374,92.85812,90.0,12,0,13,2,2025,7
2025-02-13 13:00:00,56,70.0,3.0,0.6,190,800,190,0,0,1,MF,8.9,10.65,6.1,7.5625,93.13159,100.0,75.777374,92.85812,106.0,13,0,13,2,2025,7
2025-02-13 14:00:00,79,70.0,3.0,0.6,190,800,190,0,0,1,MF,10.15,10.65,6.1,7.5625,81.918434,100.0,75.777374,92.85812,238.0,14,0,13,2,2025,7
2025-02-13 15:00:00,85,67.0,3.0,0.6,190,800,190,0,0,1,MF,10.65,10.65,6.1,7.5625,76.82585,100.0,75.777374,92.85812,248.0,15,0,13,2,2025,7
2025-02-13 16:00:00,60,70.0,3.0,0.6,190,800,190,0,0,1,MF,10.65,10.65,6.1,7.5625,75.777374,100.0,75.777374,92.85812,233.0,16,0,13,2,2025,7
2025-02-13 17:00:00,83,73.0,3.0,0.6,190,800,190,0,0,1,MF,9.6,10.65,6.1,7.5625,81.28619,100.0,75.777374,92.85812,81.0,17,0,13,2,2025,7
2025-02-13 18:00:00,42,70.0,3.0,0.6,190,800,190,0,0,1,MF,8.45,10.65,6.1,7.5625,86.93734,100.0,75.777374,92.85812,28.0,18,0,13,2,2025,7
2025-02-13 19:00:00,22,43.0,3.0,0.6,190,800,190,0,0,1,MF,7.75,10.65,6.1,7.5625,88.99673,100.0,75.777374,92.85812,1.0,19,0,13,2,2025,7
2025-02-13 20:00:00,0,0.0,3.0,0.6,190,800,190,0,0,1,MF,7.2,10.65,6.1,7.5625,89.25981,100.0,75.777374,92.85812,0.0,20,0,13,2,2025,7
2025-02-13 21:00:00,0,0.0,3.0,0.6,190,800,190,0,0,1,MF,6.5,10.65,6.1,7.5625,90.453995,100.0,75.777374,92.85812,0.0,21,0,13,2,2025,7
2025-02-13 22:00:00,0,20.0,3.0,0.6,190,800,190,0,0,1,MF,6.3,10.65,6.1,7.5625,89.18625,100.0,75.777374,92.85812,0.0,22,0,13,2,2025,7
2025-02-13 23:00:00,0,18.75,3.0,0.6,190,800,190,0,0,1,MF,6.2,10.65,6.1,7.5625,87.93939,100.0,75.777374,92.85812,0.0,23,0,13,2,2025,7
2025-02-14 00:00:00,0,11.25,3.0,0.6,190,800,190,0,0,1,MF,6.0,8.9,2.75,5.7166667,87.921165,87.921165,60.834217,76.618645,0.0,0,0,14,2,2025,7
2025-02-14 01:00:00,0,29.0,3.0,0.6,190,800,190,0,0,1,MF,5.9,8.9,2.75,5.7166667,87.912025,87.921165,60.834217,76.618645,0.0,1,0,14,2,2025,7
2025-02-14 02:00:00,0,21.0,3.0,0.6,190,800,190,0,0,1,MF,5.9,8.9,2.75,5.7166667,86.68606,87.921165,60.834217,76.618645,0.0,2,0,14,2,2025,7
2025-02-14 03:00:00,0,30.0,3.0,0.6,190,800,190,0,0,1,MF,5.65,8.9,2.75,5.7166667,85.14726,87.921165,60.834217,76.618645,0.0,3,0,14,2,2025,7
2025-02-14 04:00:00,0,38.18181818181818,3.0,0.6,190,800,190,0,0,1,MF,5.4,8.9,2.75,5.7166667,82.15709,87.921165,60.834217,76.618645,0.0,4,0,14,2,2025,7
2025-02-14 05:00:00,0,31.81818181818182,3.0,0.6,190,800,190,0,0,1,MF,5.2,8.9,2.75,5.7166667,81.83937,87.921165,60.834217,76.618645,0.0,5,0,14,2,2025,7
2025-02-14 06:00:00,0,30.0,3.0,0.6,190,800,190,0,0,1,MF,4.95,8.9,2.75,5.7166667,83.275475,87.921165,60.834217,76.618645,0.0,6,0,14,2,2025,7
2025-02-14 07:00:00,0,30.0,3.0,0.6,190,800,190,0,0,1,MF,4.75,8.9,2.75,5.7166667,84.14473,87.921165,60.834217,76.618645,0.0,7,0,14,2,2025,7
2025-02-14 08:00:00,0,0.0,3.0,0.6,190,800,190,0,0,1,MF,4.55,8.9,2.75,5.7166667,82.92943,87.921165,60.834217,76.618645,0.0,8,0,14,2,2025,7
2025-02-14 09:00:00,0,86.0,3.0,0.6,190,800,190,0,0,1,MF,4.55,8.9,2.75,5.7166667,81.169876,87.921165,60.834217,76.618645,12.0,9,0,14,2,2025,7
2025-02-14 10:00:00,86,130.0,3.0,0.6,190,800,190,0,0,1,MF,4.65,8.9,2.75,5.7166667,78.60793,87.921165,60.834217,76.618645,43.0,10,0,14,2,2025,7
2025-02-14 11:00:00,96,118.54545454545456,3.0,0.6,190,800,190,0,0,1,MF,6.1,8.9,2.75,5.7166667,69.8156,87.921165,60.834217,76.618645,284.0,11,0,14,2,2025,7
2025-02-14 12:00:00,68,102.45454545454544,3.0,0.6,190,800,190,0,0,1,MF,6.6,8.9,2.75,5.7166667,66.48816,87.921165,60.834217,76.618645,241.0,12,0,14,2,2025,7
2025-02-14 13:00:00,55,70.0,3.0,0.6,190,800,190,0,0,1,MF,7.5,8.9,2.75,5.7166667,63.192432,87.921165,60.834217,76.618645,305.0,13,0,14,2,2025,7
2025-02-14 14:00:00,64,60.0,3.0,0.6,190,800,190,0,0,1,MF,8.2,8.9,2.75,5.7166667,65.42527,87.921165,60.834217,76.618645,340.0,14,0,14,2,2025,7
2025-02-14 15:00:00,64,50.0,3.0,0.6,190,800,190,0,0,1,MF,8.9,8.9,2.75,5.7166667,62.398228,87.921165,60.834217,76.618645,450.0,15,0,14,2,2025,7
2025-02-14 16:00:00,75,50.0,3.0,0.6,190,800,190,0,0,1,MF,8.8,8.9,2.75,5.7166667,60.834217,87.921165,60.834217,76.618645,358.0,16,0,14,2,2025,7
2025-02-14 17:00:00,46,70.0,3.0,0.6,190,800,190,0,0,1,MF,8.35,8.9,2.75,5.7166667,62.26766,87.921165,60.834217,76.618645,234.0,17,0,14,2,2025,7
2025-02-14 18:00:00,31,67.0,3.0,0.6,190,800,190,0,0,1,MF,6.3,8.9,2.75,5.7166667,73.97288,87.921165,60.834217,76.618645,92.0,18,0,14,2,2025,7
2025-02-14 19:00:00,9,56.0,3.0,0.6,190,800,190,0,0,1,MF,4.9,8.9,2.75,5.7166667,78.928474,87.921165,60.834217,76.618645,3.0,19,0,14,2,2025,7
2025-02-14 20:00:00,3,0.0,3.0,0.6,190,800,190,0,0,1,MF,4.2,8.9,2.75,5.7166667,78.53854,87.921165,60.834217,76.618645,0.0,20,0,14,2,2025,7
2025-02-14 21:00:00,0,20.0,3.0,0.6,190,800,190,0,0,1,MF,3.8,8.9,2.75,5.7166667,77.91118,87.921165,60.834217,76.618645,0.0,21,0,14,2,2025,7
2025-02-14 22:00:00,0,30.0,3.0,0.6,190,800,190,0,0,1,MF,3.3,8.9,2.75,5.7166667,78.39881,87.921165,60.834217,76.618645,0.0,22,0,14,2,2025,7
2025-02-14 23:00:00,0,38.75,3.0,0.6,190,800,190,0,0,1,MF,2.75,8.9,2.75,5.7166667,78.88558,87.921165,60.834217,76.618645,0.0,23,0,14,2,2025,7
2025-02-15 00:00:00,0,40.25,4.5,0.6,190,800,190,1,0,1,HF,2.0,10.2,-0.85,3.29375,81.40679,87.379425,51.165516,71.15106,0.0,0,0,15,2,2025,7
2025-02-15 01:00:00,0,40.0,4.5,0.6,190,800,190,1,0,1,HF,0.25,10.2,-0.85,3.29375,87.379425,87.379425,51.165516,71.15106,0.0,1,0,15,2,2025,7
2025-02-15 02:00:00,0,50.0,4.5,0.6,190,800,190,1,0,1,HF,0.7,10.2,-0.85,3.29375,87.1036,87.379425,51.165516,71.15106,0.0,2,0,15,2,2025,7
2025-02-15 03:00:00,0,50.0,4.5,0.6,190,800,190,1,0,1,HF,0.3,10.2,-0.85,3.29375,83.60757,87.379425,51.165516,71.15106,0.0,3,0,15,2,2025,7
2025-02-15 04:00:00,0,50.0,4.5,0.6,190,800,190,1,0,1,HF,-0.45,10.2,-0.85,3.29375,83.51444,87.379425,51.165516,71.15106,0.0,4,0,15,2,2025,7
2025-02-15 05:00:00,0,67.0,4.5,0.6,190,800,190,1,0,1,HF,-0.55,10.2,-0.85,3.29375,80.74961,87.379425,51.165516,71.15106,0.0,5,0,15,2,2025,7
2025-02-15 06:00:00,0,62.0,4.5,0.6,190,800,190,1,0,1,HF,-0.75,10.2,-0.85,3.29375,79.52217,87.379425,51.165516,71.15106,0.0,6,0,15,2,2025,7
2025-02-15 07:00:00,0,60.0,4.5,0.6,190,800,190,1,0,1,HF,-0.85,10.2,-0.85,3.29375,78.32336,87.379425,51.165516,71.15106,0.0,7,0,15,2,2025,7
2025-02-15 08:00:00,0,98.0,4.5,0.6,190,800,190,1,0,1,HF,-0.8,10.2,-0.85,3.29375,75.72594,87.379425,51.165516,71.15106,0.0,8,0,15,2,2025,7
2025-02-15 09:00:00,0,100.0,4.5,0.6,190,800,190,1,0,1,HF,0.2,10.2,-0.85,3.29375,69.88756,87.379425,51.165516,71.15106,32.0,9,0,15,2,2025,7
2025-02-15 10:00:00,241,110.0,4.5,0.6,190,800,190,1,0,1,HF,1.7,10.2,-0.85,3.29375,67.88065,87.379425,51.165516,71.15106,129.0,10,0,15,2,2025,7
2025-02-15 11:00:00,520,102.0,4.5,0.6,190,800,190,1,0,1,HF,3.4,10.2,-0.85,3.29375,65.289154,87.379425,51.165516,71.15106,239.0,11,0,15,2,2025,7
2025-02-15 12:00:00,325,99.27272727272728,4.5,0.6,190,800,190,1,0,1,HF,5.1,10.2,-0.85,3.29375,62.39413,87.379425,51.165516,71.15106,300.0,12,0,15,2,2025,7
2025-02-15 13:00:00,189,79.72727272727272,4.5,0.6,190,800,190,1,0,1,HF,7.1,10.2,-0.85,3.29375,58.90023,87.379425,51.165516,71.15106,372.0,13,0,15,2,2025,7
2025-02-15 14:00:00,180,60.0,4.5,0.6,190,800,190,1,0,1,HF,9.5,10.2,-0.85,3.29375,53.428345,87.379425,51.165516,71.15106,461.0,14,0,15,2,2025,7
2025-02-15 15:00:00,195,23.0,4.5,0.6,190,800,190,1,0,1,HF,10.2,10.2,-0.85,3.29375,51.165516,87.379425,51.165516,71.15106,475.0,15,0,15,2,2025,7
2025-02-15 16:00:00,204,20.0,4.5,0.6,190,800,190,1,0,1,HF,9.8,10.2,-0.85,3.29375,52.933804,87.379425,51.165516,71.15106,378.0,16,0,15,2,2025,7
2025-02-15 17:00:00,167,30.0,4.5,0.6,190,800,190,1,0,1,HF,8.8,10.2,-0.85,3.29375,58.271915,87.379425,51.165516,71.15106,243.0,17,0,15,2,2025,7
2025-02-15 18:00:00,141,47.0,4.5,0.6,190,800,190,1,0,1,HF,6.9,10.2,-0.85,3.29375,64.20028,87.379425,51.165516,71.15106,95.0,18,0,15,2,2025,7
2025-02-15 19:00:00,29,33.0,4.5,0.6,190,800,190,1,0,1,HF,4.9,10.2,-0.85,3.29375,69.823135,87.379425,51.165516,71.15106,4.0,19,0,15,2,2025,7
2025-02-15 20:00:00,0,0.0,4.5,0.6,190,800,190,1,0,1,HF,3.95,10.2,-0.85,3.29375,70.6538,87.379425,51.165516,71.15106,0.0,20,0,15,2,2025,7
2025-02-15 21:00:00,0,30.0,4.5,0.6,190,800,190,1,0,1,HF,3.2,10.2,-0.85,3.29375,72.33758,87.379425,51.165516,71.15106,0.0,21,0,15,2,2025,7
2025-02-15 22:00:00,0,30.0,4.5,0.6,190,800,190,1,0,1,HF,2.65,10.2,-0.85,3.29375,74.38723,87.379425,51.165516,71.15106,0.0,22,0,15,2,2025,7
2025-02-15 23:00:00,0,38.75,4.5,0.6,190,800,190,1,0,1,HF,1.8,10.2,-0.85,3.29375,78.73926,87.379425,51.165516,71.15106,0.0,23,0,15,2,2025,7
2025-02-16 00:00:00,0,40.25,4.5,0.6,190,800,190,1,0,1,HF,1.0,10.6,-1.45,3.7291667,82.77691,93.94132,58.9341,80.26217,0.0,0,0,16,2,2025,7
2025-02-16 01:00:00,0,40.0,4.5,0.6,190,800,190,1,0,1,HF,0.2,10.6,-1.45,3.7291667,87.053925,93.94132,58.9341,80.26217,0.0,1,0,16,2,2025,7
2025-02-16 02:00:00,0,50.0,4.5,0.6,190,800,190,1,0,1,HF,0.45,10.6,-1.45,3.7291667,87.71997,93.94132,58.9341,80.26217,0.0,2,0,16,2,2025,7
2025-02-16 03:00:00,0,50.0,4.5,0.6,190,800,190,1,0,1,HF,0.3,10.6,-1.45,3.7291667,88.67641,93.94132,58.9341,80.26217,0.0,3,0,16,2,2025,7
2025-02-16 04:00:00,0,49.18181818181818,4.5,0.6,190,800,190,1,0,1,HF,-0.2,10.6,-1.45,3.7291667,90.94292,93.94132,58.9341,80.26217,0.0,4,0,16,2,2025,7
2025-02-16 05:00:00,0,59.81818181818182,4.5,0.6,190,800,190,1,0,1,HF,-0.8,10.6,-1.45,3.7291667,92.59062,93.94132,58.9341,80.26217,0.0,5,0,16,2,2025,7
2025-02-16 06:00:00,0,60.0,4.5,0.6,190,800,190,1,0,1,HF,-1.0,10.6,-1.45,3.7291667,93.26389,93.94132,58.9341,80.26217,0.0,6,0,16,2,2025,7
2025-02-16 07:00:00,0,70.0,4.5,0.6,190,800,190,1,0,1,HF,-1.25,10.6,-1.45,3.7291667,93.94132,93.94132,58.9341,80.26217,0.0,7,0,16,2,2025,7
2025-02-16 08:00:00,0,40.0,4.5,0.6,190,800,190,1,0,1,HF,-1.45,10.6,-1.45,3.7291667,93.58503,93.94132,58.9341,80.26217,0.0,8,0,16,2,2025,7
2025-02-16 09:00:00,0,88.0,4.5,0.6,190,800,190,1,0,1,HF,-0.75,10.6,-1.45,3.7291667,90.235275,93.94132,58.9341,80.26217,43.0,9,0,16,2,2025,7
2025-02-16 10:00:00,213,130.0,4.5,0.6,190,800,190,1,0,1,HF,1.3,10.6,-1.45,3.7291667,82.81553,93.94132,58.9341,80.26217,175.0,10,0,16,2,2025,7
2025-02-16 11:00:00,348,110.0,4.5,0.6,190,800,190,1,0,1,HF,3.95,10.6,-1.45,3.7291667,75.71124,93.94132,58.9341,80.26217,331.0,11,0,16,2,2025,7
2025-02-16 12:00:00,243,98.0,4.5,0.6,190,800,190,1,0,1,HF,6.55,10.6,-1.45,3.7291667,69.65689,93.94132,58.9341,80.26217,446.0,12,0,16,2,2025,7
2025-02-16 13:00:00,96,73.0,4.5,0.6,190,800,190,1,0,1,HF,8.55,10.6,-1.45,3.7291667,64.57811,93.94132,58.9341,80.26217,509.0,13,0,16,2,2025,7
2025-02-16 14:00:00,77,70.0,4.5,0.6,190,800,190,1,0,1,HF,9.7,10.6,-1.45,3.7291667,60.83622,93.94132,58.9341,80.26217,516.0,14,0,16,2,2025,7
2025-02-16 15:00:00,103,50.0,4.5,0.6,190,800,190,1,0,1,HF,10.45,10.6,-1.45,3.7291667,59.526016,93.94132,58.9341,80.26217,472.0,15,0,16,2,2025,7
2025-02-16 16:00:00,105,30.0,4.5,0.6,190,800,190,1,0,1,HF,10.6,10.6,-1.45,3.7291667,58.9341,93.94132,58.9341,80.26217,381.0,16,0,16,2,2025,7
2025-02-16 17:00:00,92,33.0,4.5,0.6,190,800,190,1,0,1,HF,9.95,10.6,-1.45,3.7291667,63.089993,93.94132,58.9341,80.26217,240.0,17,0,16,2,2025,7
2025-02-16 18:00:00,59,64.0,4.5,0.6,190,800,190,1,0,1,HF,7.55,10.6,-1.45,3.7291667,76.05113,93.94132,58.9341,80.26217,86.0,18,0,16,2,2025,7
2025-02-16 19:00:00,22,46.0,4.5,0.6,190,800,190,1,0,1,HF,5.55,10.6,-1.45,3.7291667,84.536865,93.94132,58.9341,80.26217,4.0,19,0,16,2,2025,7
2025-02-16 20:00:00,0,0.0,4.5,0.6,190,800,190,1,0,1,HF,5.2,10.6,-1.45,3.7291667,83.8996,93.94132,58.9341,80.26217,0.0,20,0,16,2,2025,7
2025-02-16 21:00:00,0,20.0,4.5,0.6,190,800,190,1,0,1,HF,4.65,10.6,-1.45,3.7291667,83.83381,93.94132,58.9341,80.26217,0.0,21,0,16,2,2025,7
2025-02-16 22:00:00,0,27.0,4.5,0.6,190,800,190,1,0,1,HF,4.7,10.6,-1.45,3.7291667,80.900764,93.94132,58.9341,80.26217,0.0,22,0,16,2,2025,7
2025-02-16 23:00:00,0,26.83211678832117,4.5,0.6,190,800,190,1,0,1,HF,4.3,10.6,-1.45,3.7291667,81.13544,93.94132,58.9341,80.26217,0.0,23,0,16,2,2025,7
2025-02-17 00:00:00,0,32.84671532846715,4.5,0.6,190,800,190,0,0,1,HF,3.85,12.15,-0.1,5.2833333,82.84085,95.72842,58.45653,82.07648,0.0,0,0,17,2,2025,8
2025-02-17 01:00:00,0,32.84671532846715,4.5,0.6,190,800,190,0,0,1,HF,3.1,12.15,-0.1,5.2833333,86.40195,95.72842,58.45653,82.07648,0.0,1,0,17,2,2025,8
2025-02-17 02:00:00,0,32.84671532846715,4.5,0.6,190,800,190,0,0,1,HF,3.0,12.15,-0.1,5.2833333,86.39163,95.72842,58.45653,82.07648,0.0,2,0,17,2,2025,8
