mois_nom,date,jf,nom_jour,jour,mois,annee,is_weekend,is_open,h_ouv,h_ferm,frequentation,type_frequentation
Janvier,01/01/2025,1,Wednesday,1,1,2025,0,1,09:15:00,22:00:00,11280,HF
Janvier,01/02/2025,0,Thursday,2,1,2025,0,1,09:15:00,22:00:00,11570,HF
Janvier,01/03/2025,0,Friday,3,1,2025,0,1,09:15:00,22:00:00,11520,HF
Janvier,01/04/2025,0,Saturday,4,1,2025,1,1,09:15:00,22:00:00,9190,HF
Janvier,01/05/2025,0,Sunday,5,1,2025,1,1,09:15:00,18:30:00,3260,MF
Janvier,01/06/2025,0,Monday,6,1,2025,0,0,,,600,BF
Janvier,01/07/2025,0,Tuesday,7,1,2025,0,0,,,0,BF
Janvier,01/08/2025,0,Wednesday,8,1,2025,0,0,,,0,BF
Janvier,01/09/2025,0,Thursday,9,1,2025,0,0,,,0,BF
Janvier,01/10/2025,0,Friday,10,1,2025,0,0,,,0,BF
Janvier,01/11/2025,0,Saturday,11,1,2025,1,0,,,0,BF
Janvier,01/12/2025,0,Sunday,12,1,2025,1,0,,,0,BF
Janvier,01/13/2025,0,Monday,13,1,2025,0,0,,,0,BF
Janvier,01/14/2025,0,Tuesday,14,1,2025,0,0,,,0,BF
Janvier,01/15/2025,0,Wednesday,15,1,2025,0,0,,,0,BF
Janvier,01/16/2025,0,Thursday,16,1,2025,0,0,,,0,BF
Janvier,01/17/2025,0,Friday,17,1,2025,0,0,,,0,BF
Janvier,01/18/2025,0,Saturday,18,1,2025,1,0,,,0,BF
Janvier,01/19/2025,0,Sunday,19,1,2025,1,0,,,0,BF
Janvier,01/20/2025,0,Monday,20,1,2025,0,0,,,250,BF
Janvier,01/21/2025,0,Tuesday,21,1,2025,0,0,,,450,BF
Janvier,01/22/2025,0,Wednesday,22,1,2025,0,0,,,0,BF
Janvier,01/23/2025,0,Thursday,23,1,2025,0,0,,,0,BF
Janvier,01/24/2025,0,Friday,24,1,2025,0,0,,,0,BF
Janvier,01/25/2025,0,Saturday,25,1,2025,1,0,,,0,BF
Janvier,01/26/2025,0,Sunday,26,1,2025,1,0,,,0,BF
