mois_nom,date,jf,nom_jour,jour,mois,annee,is_weekend,is_open,h_ouv,h_ferm,frequentation,type_frequentation
Janvier,01/01/2024,1,Monday,1,1,2024,0,1,09:30:00,22:00:00,9450,HF
Janvier,01/02/2024,0,Tuesday,2,1,2024,0,1,09:30:00,22:00:00,8180,HF
Janvier,01/03/2024,0,Wednesday,3,1,2024,0,1,09:30:00,22:00:00,10060,HF
Janvier,01/04/2024,0,Thursday,4,1,2024,0,1,09:30:00,22:00:00,9670,HF
Janvier,01/05/2024,0,Friday,5,1,2024,0,1,09:30:00,22:00:00,6500,HF
Janvier,01/06/2024,0,Saturday,6,1,2024,1,1,09:30:00,22:00:00,6450,HF
Janvier,01/07/2024,0,Sunday,7,1,2024,1,1,09:30:00,18:30:00,3250,MF
Janvier,01/08/2024,0,Monday,8,1,2024,0,0,,,600,BF
Janvier,01/09/2024,0,Tuesday,9,1,2024,0,0,,,200,BF
Janvier,01/10/2024,0,Wednesday,10,1,2024,0,0,,,0,BF
Janvier,01/11/2024,0,Thursday,11,1,2024,0,0,,,0,BF
Janvier,01/12/2024,0,Friday,12,1,2024,0,0,,,0,BF
Janvier,01/13/2024,0,Saturday,13,1,2024,1,0,,,0,BF
Janvier,01/14/2024,0,Sunday,14,1,2024,1,0,,,0,BF
Janvier,01/15/2024,0,Monday,15,1,2024,0,0,,,0,BF
Janvier,01/16/2024,0,Tuesday,16,1,2024,0,0,,,0,BF
Janvier,01/17/2024,0,Wednesday,17,1,2024,0,0,,,0,BF
Janvier,01/18/2024,0,Thursday,18,1,2024,0,0,,,0,BF
Janvier,01/19/2024,0,Friday,19,1,2024,0,0,,,0,BF
Janvier,01/20/2024,0,Saturday,20,1,2024,1,0,,,0,BF
Janvier,01/21/2024,0,Sunday,21,1,2024,1,0,,,0,BF
Janvier,01/22/2024,0,Monday,22,1,2024,0,0,,,300,BF
Janvier,01/23/2024,0,Tuesday,23,1,2024,0,0,,,400,BF
Janvier,01/24/2024,0,Wednesday,24,1,2024,0,0,,,0,BF
Janvier,01/25/2024,0,Thursday,25,1,2024,0,0,,,0,BF
Janvier,01/26/2024,0,Friday,26,1,2024,0,0,,,0,BF
Janvier,01/27/2024,0,Saturday,27,1,2024,1,0,,,0,BF
Janvier,01/28/2024,0,Sunday,28,1,2024,1,0,,,0,BF
Janvier,01/29/2024,0,Monday,29,1,2024,0,0,,,0,BF
Janvier,01/30/2024,0,Tuesday,30,1,2024,0,0,,,0,BF
Janvier,01/31/2024,0,Wednesday,31,1,2024,0,0,,,0,BF
Fevrier,02/01/2024,0,Thursday,1,2,2024,0,0,,,0,BF
Fevrier,02/02/2024,0,Friday,2,2,2024,0,0,,,100,BF
Fevrier,02/03/2024,0,Saturday,3,2,2024,1,0,,,0,BF
Fevrier,02/04/2024,0,Sunday,4,2,2024,1,0,,,0,BF
Fevrier,02/05/2024,0,Monday,5,2,2024,0,0,,,0,BF
Fevrier,02/06/2024,0,Tuesday,6,2,2024,0,0,,,0,BF
Fevrier,02/07/2024,0,Wednesday,7,2,2024,0,0,,,400,BF
Fevrier,02/08/2024,0,Thursday,8,2,2024,0,0,,,0,BF
Fevrier,02/09/2024,0,Friday,9,2,2024,0,0,,,0,BF
Fevrier,02/10/2024,0,Saturday,10,2,2024,1,1,09:45:00,21:30:00,4750,MF
Fevrier,02/11/2024,0,Sunday,11,2,2024,1,1,09:45:00,21:30:00,4430,MF
Fevrier,02/12/2024,0,Monday,12,2,2024,0,1,09:45:00,21:30:00,3130,MF
Fevrier,02/13/2024,0,Tuesday,13,2,2024,0,1,09:45:00,21:30:00,3830,MF
Fevrier,02/14/2024,0,Wednesday,14,2,2024,0,1,09:45:00,21:30:00,3390,MF
Fevrier,02/15/2024,0,Thursday,15,2,2024,0,1,09:45:00,21:30:00,3865,MF
Fevrier,02/16/2024,0,Friday,16,2,2024,0,1,09:45:00,21:30:00,3600,MF
Fevrier,02/17/2024,0,Saturday,17,2,2024,1,1,09:45:00,21:30:00,8170,HF
Fevrier,02/18/2024,0,Sunday,18,2,2024,1,1,09:45:00,21:30:00,6810,HF
Fevrier,02/19/2024,0,Monday,19,2,2024,0,1,09:45:00,21:30:00,6660,HF
Fevrier,02/20/2024,0,Tuesday,20,2,2024,0,1,09:45:00,21:30:00,7570,HF
Fevrier,02/21/2024,0,Wednesday,21,2,2024,0,1,09:45:00,21:30:00,7190,HF
Fevrier,02/22/2024,0,Thursday,22,2,2024,0,1,09:45:00,21:30:00,6200,HF
Fevrier,02/23/2024,0,Friday,23,2,2024,0,1,09:45:00,21:30:00,5590,MF
Fevrier,02/24/2024,0,Saturday,24,2,2024,1,1,09:45:00,21:30:00,8640,HF
Fevrier,02/25/2024,0,Sunday,25,2,2024,1,1,09:45:00,21:30:00,7440,HF
Fevrier,02/26/2024,0,Monday,26,2,2024,0,1,09:45:00,21:30:00,7700,HF
Fevrier,02/27/2024,0,Tuesday,27,2,2024,0,1,09:45:00,21:30:00,8280,HF
Fevrier,02/28/2024,0,Wednesday,28,2,2024,0,1,09:45:00,21:30:00,7050,HF
Fevrier,02/29/2024,0,Thursday,29,2,2024,0,1,09:45:00,21:30:00,7015,HF
Mars,03/01/2024,0,Friday,1,3,2024,0,1,09:45:00,21:30:00,5350,MF
Mars,03/02/2024,0,Saturday,2,3,2024,1,1,09:45:00,21:30:00,8310,HF
Mars,03/03/2024,0,Sunday,3,3,2024,1,1,09:45:00,21:30:00,6130,HF
Mars,03/04/2024,0,Monday,4,3,2024,0,1,09:45:00,21:30:00,5510,MF
Mars,03/05/2024,0,Tuesday,5,3,2024,0,1,09:45:00,21:30:00,6760,HF
Mars,03/06/2024,0,Wednesday,6,3,2024,0,1,09:45:00,21:30:00,6340,HF
Mars,03/07/2024,0,Thursday,7,3,2024,0,1,09:45:00,21:30:00,6040,HF
Mars,03/08/2024,0,Friday,8,3,2024,0,1,09:45:00,21:30:00,5710,MF
Mars,03/09/2024,0,Saturday,9,3,2024,1,1,09:45:00,21:30:00,7600,HF
Mars,03/10/2024,0,Sunday,10,3,2024,1,1,09:45:00,21:30:00,5430,MF
Mars,03/11/2024,0,Monday,11,3,2024,0,1,10:00:00,21:00:00,1380,BF
Mars,03/12/2024,0,Tuesday,12,3,2024,0,1,10:00:00,21:00:00,1588,BF
Mars,03/13/2024,0,Wednesday,13,3,2024,0,1,10:00:00,21:00:00,1550,BF
Mars,03/14/2024,0,Thursday,14,3,2024,0,1,10:00:00,21:00:00,2120,BF
Mars,03/15/2024,0,Friday,15,3,2024,0,1,10:00:00,21:00:00,2970,MF
Mars,03/16/2024,0,Saturday,16,3,2024,1,1,09:30:00,22:00:00,9660,HF
Mars,03/17/2024,0,Sunday,17,3,2024,1,1,09:30:00,21:15:00,6575,HF
Mars,03/18/2024,0,Monday,18,3,2024,0,1,10:00:00,21:00:00,1920,BF
Mars,03/19/2024,0,Tuesday,19,3,2024,0,1,10:00:00,21:00:00,1590,BF
Mars,03/20/2024,0,Wednesday,20,3,2024,0,1,10:00:00,21:00:00,2030,BF
Mars,03/21/2024,0,Thursday,21,3,2024,0,1,10:00:00,21:00:00,2526,MF
Mars,03/22/2024,0,Friday,22,3,2024,0,1,10:00:00,21:00:00,2676,MF
Mars,03/23/2024,0,Saturday,23,3,2024,1,1,09:30:00,22:00:00,10860,HF
Mars,03/24/2024,0,Sunday,24,3,2024,1,1,09:30:00,21:15:00,7760,HF
Mars,03/25/2024,0,Monday,25,3,2024,0,1,10:00:00,21:00:00,2062,BF
Mars,03/26/2024,0,Tuesday,26,3,2024,0,1,10:00:00,21:00:00,2087,BF
Mars,03/27/2024,0,Wednesday,27,3,2024,0,1,10:00:00,21:00:00,1814,BF
Mars,03/28/2024,0,Thursday,28,3,2024,0,1,10:00:00,21:00:00,3150,MF
Mars,03/29/2024,0,Friday,29,3,2024,0,1,10:00:00,21:00:00,4060,MF
Mars,03/30/2024,1,Saturday,30,3,2024,1,1,09:00:00,22:45:00,8520,HF
Mars,03/31/2024,1,Sunday,31,3,2024,1,1,09:00:00,22:45:00,8780,HF
Avril,04/01/2024,1,Monday,1,4,2024,0,1,09:00:00,21:45:00,4790,MF
Avril,04/02/2024,0,Tuesday,2,4,2024,0,1,10:00:00,21:45:00,3560,MF
Avril,04/03/2024,0,Wednesday,3,4,2024,0,1,10:00:00,21:45:00,3570,MF
Avril,04/04/2024,0,Thursday,4,4,2024,0,1,10:00:00,21:45:00,4090,MF
Avril,04/05/2024,0,Friday,5,4,2024,0,1,10:00:00,21:45:00,4240,MF
Avril,04/06/2024,0,Saturday,6,4,2024,1,1,09:15:00,22:30:00,6190,HF
Avril,04/07/2024,0,Sunday,7,4,2024,1,1,09:15:00,22:30:00,4680,MF
Avril,04/08/2024,0,Monday,8,4,2024,0,1,09:15:00,22:30:00,4030,MF
Avril,04/09/2024,0,Tuesday,9,4,2024,0,1,09:15:00,22:30:00,5650,MF
Avril,04/10/2024,0,Wednesday,10,4,2024,0,1,09:15:00,22:30:00,6220,HF
Avril,04/11/2024,0,Thursday,11,4,2024,0,1,09:15:00,22:30:00,5910,MF
Avril,04/12/2024,0,Friday,12,4,2024,0,1,09:15:00,22:30:00,4730,MF
Avril,04/13/2024,0,Saturday,13,4,2024,1,1,09:15:00,22:30:00,7610,HF
Avril,04/14/2024,0,Sunday,14,4,2024,1,1,09:15:00,22:30:00,6700,HF
Avril,04/15/2024,0,Monday,15,4,2024,0,1,09:15:00,22:30:00,7340,HF
Avril,04/16/2024,0,Tuesday,16,4,2024,0,1,09:15:00,22:30:00,9020,HF
Avril,04/17/2024,0,Wednesday,17,4,2024,0,1,09:15:00,22:30:00,8170,HF
Avril,04/18/2024,0,Thursday,18,4,2024,0,1,09:15:00,22:30:00,7580,HF
Avril,04/19/2024,0,Friday,19,4,2024,0,1,09:15:00,22:30:00,6540,HF
Avril,04/20/2024,0,Saturday,20,4,2024,1,1,09:15:00,22:30:00,6620,HF
Avril,04/21/2024,0,Sunday,21,4,2024,1,1,09:15:00,22:30:00,6230,HF
Avril,04/22/2024,0,Monday,22,4,2024,0,1,09:15:00,22:30:00,7410,HF
Avril,04/23/2024,0,Tuesday,23,4,2024,0,1,09:15:00,22:30:00,10580,HF
Avril,04/24/2024,0,Wednesday,24,4,2024,0,1,09:15:00,22:30:00,9640,HF
Avril,04/25/2024,0,Thursday,25,4,2024,0,1,09:15:00,22:30:00,9810,HF
Avril,04/26/2024,0,Friday,26,4,2024,0,1,09:15:00,22:30:00,6420,HF
Avril,04/27/2024,0,Saturday,27,4,2024,1,1,09:15:00,22:30:00,6610,HF
Avril,04/28/2024,0,Sunday,28,4,2024,1,1,09:15:00,22:30:00,6000,MF
Avril,04/29/2024,0,Monday,29,4,2024,0,1,09:15:00,22:30:00,7190,HF
Avril,04/30/2024,0,Tuesday,30,4,2024,0,1,09:15:00,22:30:00,7880,HF
Mai,05/01/2024,1,Wednesday,1,5,2024,0,1,09:15:00,22:30:00,5255,MF
Mai,05/02/2024,0,Thursday,2,5,2024,0,1,09:15:00,22:30:00,6620,HF
Mai,05/03/2024,0,Friday,3,5,2024,0,1,09:15:00,22:30:00,6050,HF
Mai,05/04/2024,0,Saturday,4,5,2024,1,1,09:15:00,22:30:00,5310,MF
Mai,05/05/2024,0,Sunday,5,5,2024,1,1,09:15:00,22:30:00,3960,MF
Mai,05/06/2024,0,Monday,6,5,2024,0,1,10:00:00,22:30:00,5860,MF
Mai,05/07/2024,0,Tuesday,7,5,2024,0,1,10:00:00,22:30:00,8010,HF
Mai,05/08/2024,1,Wednesday,8,5,2024,0,1,09:00:00,23:15:00,10060,HF
Mai,05/09/2024,1,Thursday,9,5,2024,0,1,09:00:00,23:15:00,17300,THF
Mai,05/10/2024,1,Friday,10,5,2024,0,1,09:00:00,23:15:00,19560,THF
Mai,05/11/2024,1,Saturday,11,5,2024,1,1,09:00:00,23:15:00,12850,THF
Mai,05/12/2024,1,Sunday,12,5,2024,1,1,09:00:00,22:30:00,3490,MF
Mai,05/13/2024,0,Monday,13,5,2024,0,1,10:00:00,22:45:00,2280,BF
Mai,05/14/2024,0,Tuesday,14,5,2024,0,1,10:00:00,22:45:00,3488,MF
Mai,05/15/2024,0,Wednesday,15,5,2024,0,1,10:00:00,22:45:00,3090,MF
Mai,05/16/2024,0,Thursday,16,5,2024,0,1,10:00:00,22:45:00,3315,MF
Mai,05/17/2024,0,Friday,17,5,2024,0,1,10:00:00,22:45:00,2910,MF
Mai,05/18/2024,1,Saturday,18,5,2024,1,1,09:00:00,23:30:00,9080,HF
Mai,05/19/2024,1,Sunday,19,5,2024,1,1,08:30:00,23:30:00,12970,THF
Mai,05/20/2024,1,Monday,20,5,2024,0,1,09:00:00,22:45:00,4230,MF
Mai,05/21/2024,0,Tuesday,21,5,2024,0,1,10:00:00,22:45:00,2470,BF
Mai,05/22/2024,0,Wednesday,22,5,2024,0,1,10:00:00,22:45:00,2750,MF
Mai,05/23/2024,0,Thursday,23,5,2024,0,1,10:00:00,22:45:00,3080,MF
Mai,05/24/2024,0,Friday,24,5,2024,0,1,10:00:00,22:45:00,3200,MF
Mai,05/25/2024,0,Saturday,25,5,2024,1,1,09:30:00,23:15:00,7340,HF
Mai,05/26/2024,0,Sunday,26,5,2024,1,1,09:30:00,23:15:00,4340,MF
Mai,05/27/2024,0,Monday,27,5,2024,0,1,10:00:00,23:15:00,2365,BF
Mai,05/28/2024,0,Tuesday,28,5,2024,0,1,10:00:00,23:15:00,3750,MF
Mai,05/29/2024,0,Wednesday,29,5,2024,0,1,10:00:00,23:15:00,3210,MF
