mois_nom,date,jf,nom_jour,jour,mois,annee,is_weekend,is_open,h_ouv,h_ferm,frequentation,type_frequentation
Janvier,01/01/2023,1,Sunday,1,1,2023,1,1,08:45:00,22:00:00,7010,HF
Janvier,01/02/2023,0,Monday,2,1,2023,0,1,08:45:00,18:30:00,2230,BF
Janvier,01/03/2023,0,Tuesday,3,1,2023,0,0,,,1200,BF
Janvier,01/04/2023,0,Wednesday,4,1,2023,0,0,,,0,BF
Janvier,01/05/2023,0,Thursday,5,1,2023,0,0,,,200,BF
Janvier,01/06/2023,0,Friday,6,1,2023,0,0,,,100,BF
Janvier,01/07/2023,0,Saturday,7,1,2023,1,0,,,100,BF
Janvier,01/08/2023,0,Sunday,8,1,2023,1,0,,,0,BF
Janvier,01/09/2023,0,Monday,9,1,2023,0,0,,,0,BF
Janvier,01/10/2023,0,Tuesday,10,1,2023,0,0,,,300,BF
Janvier,01/11/2023,0,Wednesday,11,1,2023,0,0,,,0,BF
Janvier,01/12/2023,0,Thursday,12,1,2023,0,0,,,0,BF
Janvier,01/13/2023,0,Friday,13,1,2023,0,0,,,100,BF
Janvier,01/14/2023,0,Saturday,14,1,2023,1,0,,,500,BF
Janvier,01/15/2023,0,Sunday,15,1,2023,1,0,,,0,BF
Janvier,01/16/2023,0,Monday,16,1,2023,0,0,,,0,BF
Janvier,01/17/2023,0,Tuesday,17,1,2023,0,0,,,100,BF
Janvier,01/18/2023,0,Wednesday,18,1,2023,0,0,,,0,BF
Janvier,01/19/2023,0,Thursday,19,1,2023,0,0,,,0,BF
Janvier,01/20/2023,0,Friday,20,1,2023,0,0,,,150,BF
Janvier,01/21/2023,0,Saturday,21,1,2023,1,0,,,650,BF
Janvier,01/22/2023,0,Sunday,22,1,2023,1,0,,,800,BF
Janvier,01/23/2023,0,Monday,23,1,2023,0,0,,,0,BF
Janvier,01/24/2023,0,Tuesday,24,1,2023,0,0,,,0,BF
Janvier,01/25/2023,0,Wednesday,25,1,2023,0,0,,,0,BF
Janvier,01/26/2023,0,Thursday,26,1,2023,0,0,,,0,BF
Janvier,01/27/2023,0,Friday,27,1,2023,0,0,,,80,BF
Janvier,01/28/2023,0,Saturday,28,1,2023,1,0,,,125,BF
Janvier,01/29/2023,0,Sunday,29,1,2023,1,0,,,0,BF
Janvier,01/30/2023,0,Monday,30,1,2023,0,0,,,0,BF
Janvier,01/31/2023,0,Tuesday,31,1,2023,0,0,,,0,BF
Fevrier,02/01/2023,0,Wednesday,1,2,2023,0,0,,,0,BF
Fevrier,02/02/2023,0,Thursday,2,2,2023,0,0,,,410,BF
Fevrier,02/03/2023,0,Friday,3,2,2023,0,0,,,0,BF
Fevrier,02/04/2023,0,Saturday,4,2,2023,1,1,09:45:00,21:30:00,5730,MF
Fevrier,02/05/2023,0,Sunday,5,2,2023,1,1,09:45:00,21:30:00,4620,MF
Fevrier,02/06/2023,0,Monday,6,2,2023,0,1,09:45:00,21:30:00,3120,MF
Fevrier,02/07/2023,0,Tuesday,7,2,2023,0,1,09:45:00,21:30:00,4050,MF
Fevrier,02/08/2023,0,Wednesday,8,2,2023,0,1,09:45:00,21:30:00,3560,MF
Fevrier,02/09/2023,0,Thursday,9,2,2023,0,1,09:45:00,21:30:00,3970,MF
Fevrier,02/10/2023,0,Friday,10,2,2023,0,1,09:45:00,21:30:00,4160,MF
Fevrier,02/11/2023,0,Saturday,11,2,2023,1,1,09:45:00,21:30:00,8350,HF
Fevrier,02/12/2023,0,Sunday,12,2,2023,1,1,09:45:00,21:30:00,7240,HF
Fevrier,02/13/2023,0,Monday,13,2,2023,0,1,09:45:00,21:30:00,6940,HF
Fevrier,02/14/2023,0,Tuesday,14,2,2023,0,1,09:45:00,21:30:00,7960,HF
Fevrier,02/15/2023,0,Wednesday,15,2,2023,0,1,09:45:00,21:30:00,7900,HF
Fevrier,02/16/2023,0,Thursday,16,2,2023,0,1,09:45:00,21:30:00,8560,HF
Fevrier,02/17/2023,0,Friday,17,2,2023,0,1,09:45:00,21:30:00,7630,HF
Fevrier,02/18/2023,0,Saturday,18,2,2023,1,1,09:45:00,21:30:00,9340,HF
Fevrier,02/19/2023,0,Sunday,19,2,2023,1,1,09:45:00,21:30:00,7280,HF
Fevrier,02/20/2023,0,Monday,20,2,2023,0,1,09:45:00,21:30:00,8040,HF
Fevrier,02/21/2023,0,Tuesday,21,2,2023,0,1,09:45:00,21:30:00,9690,HF
Fevrier,02/22/2023,0,Wednesday,22,2,2023,0,1,09:45:00,21:30:00,8710,HF
Fevrier,02/23/2023,0,Thursday,23,2,2023,0,1,09:45:00,21:30:00,8820,HF
Fevrier,02/24/2023,0,Friday,24,2,2023,0,1,09:45:00,21:30:00,7260,HF
Fevrier,02/25/2023,0,Saturday,25,2,2023,1,1,09:45:00,21:30:00,7870,HF
Fevrier,02/26/2023,0,Sunday,26,2,2023,1,1,09:45:00,21:30:00,5015,MF
Fevrier,02/27/2023,0,Monday,27,2,2023,0,1,09:45:00,21:30:00,4040,MF
Fevrier,02/28/2023,0,Tuesday,28,2,2023,0,1,09:45:00,21:30:00,4645,MF
Mars,03/01/2023,0,Wednesday,1,3,2023,0,1,09:45:00,21:30:00,4495,MF
Mars,03/02/2023,0,Thursday,2,3,2023,0,1,09:45:00,21:30:00,4090,MF
Mars,03/03/2023,0,Friday,3,3,2023,0,1,09:45:00,21:30:00,4075,MF
Mars,03/04/2023,0,Saturday,4,3,2023,1,1,09:45:00,21:30:00,6085,HF
Mars,03/05/2023,0,Sunday,5,3,2023,1,1,09:45:00,21:00:00,4060,MF
Mars,03/06/2023,0,Monday,6,3,2023,0,1,10:00:00,21:00:00,1167,BF
Mars,03/07/2023,0,Tuesday,7,3,2023,0,1,10:00:00,21:00:00,1575,BF
Mars,03/08/2023,0,Wednesday,8,3,2023,0,1,10:00:00,21:00:00,1104,BF
Mars,03/09/2023,0,Thursday,9,3,2023,0,1,10:00:00,21:00:00,1500,BF
Mars,03/10/2023,0,Friday,10,3,2023,0,1,10:00:00,21:00:00,2300,BF
Mars,03/11/2023,0,Saturday,11,3,2023,1,1,09:45:00,22:00:00,7920,HF
Mars,03/12/2023,0,Sunday,12,3,2023,1,1,09:45:00,21:45:00,5255,MF
Mars,03/13/2023,0,Monday,13,3,2023,0,1,10:00:00,21:00:00,1530,BF
Mars,03/14/2023,0,Tuesday,14,3,2023,0,1,10:00:00,21:00:00,1540,BF
Mars,03/15/2023,0,Wednesday,15,3,2023,0,1,10:00:00,21:00:00,1490,BF
Mars,03/16/2023,0,Thursday,16,3,2023,0,1,10:00:00,21:00:00,2550,MF
Mars,03/17/2023,0,Friday,17,3,2023,0,1,10:00:00,21:00:00,2330,BF
Mars,03/18/2023,0,Saturday,18,3,2023,1,1,09:45:00,22:00:00,9910,HF
Mars,03/19/2023,0,Sunday,19,3,2023,1,1,09:45:00,21:45:00,6715,HF
Mars,03/20/2023,0,Monday,20,3,2023,0,1,10:00:00,21:00:00,1810,BF
Mars,03/21/2023,0,Tuesday,21,3,2023,0,1,10:00:00,21:00:00,2100,BF
Mars,03/22/2023,0,Wednesday,22,3,2023,0,1,10:00:00,21:00:00,1690,BF
Mars,03/23/2023,0,Thursday,23,3,2023,0,1,10:00:00,21:00:00,3260,MF
Mars,03/24/2023,0,Friday,24,3,2023,0,1,10:00:00,21:00:00,2740,MF
Mars,03/25/2023,0,Saturday,25,3,2023,1,1,09:45:00,22:00:00,9830,HF
Mars,03/26/2023,0,Sunday,26,3,2023,1,1,09:45:00,21:45:00,7200,HF
Mars,03/27/2023,0,Monday,27,3,2023,0,1,10:00:00,21:45:00,2440,BF
Mars,03/28/2023,0,Tuesday,28,3,2023,0,1,10:00:00,21:45:00,2820,MF
Mars,03/29/2023,0,Wednesday,29,3,2023,0,1,10:00:00,21:45:00,2360,BF
Mars,03/30/2023,0,Thursday,30,3,2023,0,1,10:00:00,21:45:00,3250,MF
Mars,03/31/2023,0,Friday,31,3,2023,0,1,10:00:00,21:45:00,3810,MF
Avril,04/01/2023,0,Saturday,1,4,2023,1,1,09:45:00,22:30:00,12350,THF
Avril,04/02/2023,0,Sunday,2,4,2023,1,1,09:45:00,21:45:00,8000,HF
Avril,04/03/2023,0,Monday,3,4,2023,0,1,10:00:00,21:45:00,2760,MF
Avril,04/04/2023,0,Tuesday,4,4,2023,0,1,10:00:00,21:45:00,3660,MF
Avril,04/05/2023,0,Wednesday,5,4,2023,0,1,10:00:00,21:45:00,2930,MF
Avril,04/06/2023,0,Thursday,6,4,2023,0,1,10:00:00,21:45:00,4070,MF
Avril,04/07/2023,0,Friday,7,4,2023,0,1,10:00:00,21:45:00,5010,MF
Avril,04/08/2023,1,Saturday,8,4,2023,1,1,08:45:00,23:15:00,9390,HF
Avril,04/09/2023,1,Sunday,9,4,2023,1,1,08:45:00,23:15:00,10270,HF
Avril,04/10/2023,1,Monday,10,4,2023,0,1,08:45:00,22:30:00,6950,HF
Avril,04/11/2023,0,Tuesday,11,4,2023,0,1,08:45:00,22:30:00,7500,HF
Avril,04/12/2023,0,Wednesday,12,4,2023,0,1,08:45:00,22:30:00,7190,HF
Avril,04/13/2023,0,Thursday,13,4,2023,0,1,08:45:00,22:30:00,7250,HF
Avril,04/14/2023,0,Friday,14,4,2023,0,1,08:45:00,22:30:00,6510,HF
Avril,04/15/2023,0,Saturday,15,4,2023,1,1,08:45:00,23:15:00,7030,HF
Avril,04/16/2023,0,Sunday,16,4,2023,1,1,08:45:00,23:15:00,7020,HF
Avril,04/17/2023,0,Monday,17,4,2023,0,1,08:45:00,23:15:00,9150,HF
Avril,04/18/2023,0,Tuesday,18,4,2023,0,1,08:45:00,23:15:00,11255,HF
Avril,04/19/2023,0,Wednesday,19,4,2023,0,1,08:45:00,22:30:00,10190,HF
Avril,04/20/2023,0,Thursday,20,4,2023,0,1,08:45:00,22:30:00,10140,HF
Avril,04/21/2023,0,Friday,21,4,2023,0,1,08:45:00,22:30:00,8630,HF
Avril,04/22/2023,0,Saturday,22,4,2023,1,1,08:45:00,22:30:00,8030,HF
Avril,04/23/2023,0,Sunday,23,4,2023,1,1,08:45:00,22:30:00,7710,HF
Avril,04/24/2023,0,Monday,24,4,2023,0,1,08:45:00,22:30:00,9380,HF
Avril,04/25/2023,0,Tuesday,25,4,2023,0,1,08:45:00,23:15:00,12120,THF
Avril,04/26/2023,0,Wednesday,26,4,2023,0,1,08:45:00,22:30:00,9885,HF
Avril,04/27/2023,0,Thursday,27,4,2023,0,1,08:45:00,22:30:00,9475,HF
Avril,04/28/2023,0,Friday,28,4,2023,0,1,08:45:00,22:30:00,7280,HF
Avril,04/29/2023,0,Saturday,29,4,2023,1,1,08:45:00,22:30:00,10290,HF
Avril,04/30/2023,0,Sunday,30,4,2023,1,1,08:45:00,23:15:00,11900,HF
Mai,05/01/2023,1,Monday,1,5,2023,0,1,08:45:00,22:30:00,5730,MF
Mai,05/02/2023,0,Tuesday,2,5,2023,0,1,08:45:00,22:30:00,6650,HF
Mai,05/03/2023,0,Wednesday,3,5,2023,0,1,08:45:00,22:30:00,8000,HF
Mai,05/04/2023,0,Thursday,4,5,2023,0,1,08:45:00,22:30:00,6950,HF
Mai,05/05/2023,0,Friday,5,5,2023,0,1,08:45:00,22:30:00,5670,MF
Mai,05/06/2023,0,Saturday,6,5,2023,1,1,08:45:00,23:15:00,9163,HF
Mai,05/07/2023,0,Sunday,7,5,2023,1,1,08:45:00,23:15:00,11280,HF
Mai,05/08/2023,1,Monday,8,5,2023,0,1,08:45:00,22:30:00,4130,MF
Mai,05/09/2023,0,Tuesday,9,5,2023,0,1,10:00:00,22:30:00,3280,MF
Mai,05/10/2023,0,Wednesday,10,5,2023,0,1,10:00:00,22:30:00,3680,MF
Mai,05/11/2023,0,Thursday,11,5,2023,0,1,10:00:00,22:30:00,3650,MF
Mai,05/12/2023,0,Friday,12,5,2023,0,1,10:00:00,22:30:00,3180,MF
Mai,05/13/2023,0,Saturday,13,5,2023,1,1,09:30:00,23:15:00,7895,HF
Mai,05/14/2023,0,Sunday,14,5,2023,1,1,09:30:00,23:00:00,5306,MF
Mai,05/15/2023,0,Monday,15,5,2023,0,1,10:00:00,23:00:00,3170,MF
Mai,05/16/2023,0,Tuesday,16,5,2023,0,1,10:00:00,23:00:00,4490,MF
Mai,05/17/2023,0,Wednesday,17,5,2023,0,1,10:00:00,23:00:00,4330,MF
Mai,05/18/2023,1,Thursday,18,5,2023,0,1,08:30:00,1900-01-01 00:00:00,12000,THF
Mai,05/19/2023,1,Friday,19,5,2023,0,1,08:30:00,1900-01-01 00:00:00,18420,THF
Mai,05/20/2023,1,Saturday,20,5,2023,1,1,08:30:00,1900-01-01 00:00:00,13620,THF
Mai,05/21/2023,1,Sunday,21,5,2023,1,1,08:30:00,23:00:00,4350,MF
Mai,05/22/2023,0,Monday,22,5,2023,0,1,10:00:00,23:00:00,2550,MF
Mai,05/23/2023,0,Tuesday,23,5,2023,0,1,10:00:00,23:00:00,3190,MF
Mai,05/24/2023,0,Wednesday,24,5,2023,0,1,10:00:00,23:00:00,3170,MF
Mai,05/25/2023,0,Thursday,25,5,2023,0,1,10:00:00,23:00:00,3560,MF
Mai,05/26/2023,0,Friday,26,5,2023,0,1,10:00:00,23:00:00,2688,MF
Mai,05/27/2023,1,Saturday,27,5,2023,1,1,08:30:00,23:15:00,8760,HF
Mai,05/28/2023,1,Sunday,28,5,2023,1,1,08:30:00,1900-01-01 00:00:00,13620,THF
Mai,05/29/2023,1,Monday,29,5,2023,0,1,08:30:00,23:00:00,4970,MF
Mai,05/30/2023,0,Tuesday,30,5,2023,0,1,10:00:00,23:00:00,2590,MF
Mai,05/31/2023,0,Wednesday,31,5,2023,0,1,10:00:00,23:00:00,3110,MF
Juin,06/01/2023,0,Thursday,1,6,2023,0,1,10:00:00,23:00:00,3540,MF
Juin,06/02/2023,0,Friday,2,6,2023,0,1,10:00:00,23:00:00,2900,MF
Juin,06/03/2023,0,Saturday,3,6,2023,1,1,09:30:00,23:15:00,8500,HF
Juin,06/04/2023,0,Sunday,4,6,2023,1,1,09:30:00,23:15:00,5540,MF
Juin,06/05/2023,0,Monday,5,6,2023,0,1,10:00:00,23:00:00,3180,MF
Juin,06/06/2023,0,Tuesday,6,6,2023,0,1,10:00:00,23:00:00,3870,MF
Juin,06/07/2023,0,Wednesday,7,6,2023,0,1,10:00:00,23:00:00,3450,MF
Juin,06/08/2023,0,Thursday,8,6,2023,0,1,10:00:00,23:00:00,4160,MF
Juin,06/09/2023,0,Friday,9,6,2023,0,1,10:00:00,23:00:00,3330,MF
Juin,06/10/2023,0,Saturday,10,6,2023,1,1,09:30:00,23:15:00,8410,HF
Juin,06/11/2023,0,Sunday,11,6,2023,1,1,09:30:00,23:15:00,5290,MF
